plant,recall@10,recall@20,ndcg@10,ndcg@20,rank_first
Pycnanthemum tenuifolium,0.02358490566037736,0.06132075471698113,0.45577863618303815,0.5812768378174976,2.0
Quercus cornelius-mulleri,0.0,0.0,0.0,0.0,25.0
Quercus macrocarpa,0.047619047619047616,0.047619047619047616,0.09478836436955079,0.061173315378031855,4.0
Quercus phellos,0.0,0.05555555555555555,0.0,0.0399089436650413,13.0
Quercus stellata,0.1111111111111111,0.1111111111111111,0.1012286082123002,0.1012286082123002,4.0
Quercus virginiana,0.0,0.3333333333333333,0.0,0.1309019901681972,11.0
Quercus wislizeni,0.3333333333333333,0.3333333333333333,0.18154179253735267,0.18154179253735267,5.0
Rhexia cubensis,0.0,0.0,0.0,0.0,1864.0
Rhizophora mangle,0.0,0.0,0.0,0.0,102.0
Rhododendron maximum,0.15384615384615385,0.3076923076923077,0.2863459897524693,0.33660412636067744,1.0
Rhodotypos scandens,0.125,0.125,0.1089364926177559,0.1089364926177559,4.0
Rhynchospora latifolia,0.0,0.0,0.0,0.0,25.0
Ribes americanum,0.5,0.5,0.2685357229842324,0.2685357229842324,5.0
Ribes glandulosum,0.0,0.0,0.0,0.0,474.0
Ribes montigenum,0.0,0.0,0.0,0.0,48.0
Ribes rubrum,0.0,0.0,0.0,0.0,63.0
Romulea rosea,0.0,0.0,0.0,0.0,26.0
Rosa acicularis,0.0,0.0,0.0,0.0,23.0
Rosa blanda,0.05,0.05,0.07336392209936006,0.04734667987788576,7.0
Rosa palustris,0.1875,0.3125,0.22784037450527977,0.24816018325302597,4.0
Rotanthella floridana,0.0,0.0,0.0,0.0,525.0
Rubus flagellaris,0.13043478260869565,0.21739130434782608,0.2465505554475862,0.23160171585392722,4.0
Rubus odoratus,0.1,0.1,0.4131279133289228,0.26661926599987573,2.0
Rudbeckia hirta,0.026845637583892617,0.05704697986577181,0.7065443116025598,0.7771757891037434,2.0
Rudbeckia missouriensis,0.0,0.25,0.0,0.09361800268759637,17.0
Ruellia nudiflora,0.2,0.2,0.11305340175787204,0.11305340175787204,7.0
Sagittaria engelmanniana,0.0,0.0,0.0,0.0,135.0
Sagittaria graminea,0.0,0.0,0.0,0.0,652.0
Sairocarpus coulterianus,0.0,0.3333333333333333,0.0,0.11731968150568911,15.0
Salix bebbiana,0.3333333333333333,0.6666666666666666,0.46927872602275644,0.581817614818224,1.0
Salix commutata,0.0,0.0,0.0,0.0,47.0
Salix discolor,0.10256410256410256,0.15384615384615385,0.3565964385966263,0.30138530678032316,3.0
Salix exigua,0.6666666666666666,0.6666666666666666,0.4776237035032179,0.4776237035032179,2.0
Salix gooddingii,0.4,0.4,0.23330247263525344,0.23330247263525344,5.0
Salix laevigata,1.0,1.0,0.3562071871080222,0.3562071871080222,6.0
Salvia arizonica,0.0,0.0,0.0,0.0,2780.0
Salvia carduacea,0.25,0.25,0.16624334936975121,0.16624334936975121,6.0
Salvia coccinea,0.12962962962962962,0.18518518518518517,0.7720617383222419,0.6069082576810647,1.0
Salvia columbariae,0.15,0.2,0.400023248309252,0.29050023423199484,1.0
Salvia dorrii,0.08333333333333333,0.125,0.2172607128522299,0.17307794074553748,2.0
Salvia leucophylla,0.04878048780487805,0.1951219512195122,0.2172607128522299,0.3602566942301338,2.0
Salvia lyrata,0.18181818181818182,0.36363636363636365,0.38852647257634376,0.39567594745784745,2.0
Salvia munzii,0.0,0.0,0.0,0.0,24.0
Sanguinaria canadensis,0.0425531914893617,0.0851063829787234,0.17993148201117182,0.18654116369453905,4.0
Sanicula crassicaulis,0.1,0.15,0.314880130667631,0.23956964300022798,1.0
Scandix pecten-veneris,0.0,0.0,0.0,0.0,97.0
Sedum divergens,0.3333333333333333,0.3333333333333333,0.15642624200758548,0.15642624200758548,7.0
Sedum oregonense,0.0,0.0,0.0,0.0,24.0
Sedum pulchellum,0.0,0.0,0.0,0.0,23.0
Sedum sarmentosum,0.0,0.0,0.0,0.0,433.0
Sedum stenopetalum,0.2,0.2,0.13698471029831177,0.13698471029831177,7.0
Senecio vulgaris,0.125,0.375,0.07311683844390995,0.1963849836325563,10.0
Senega cruciata,0.0,0.0,0.0,0.0,21.0
Senega curtissii,0.0,0.0,0.0,0.0,1209.0
Senna marilandica,0.05,0.1,0.07839826897867534,0.08403317435933054,6.0
Senna obtusifolia,1.0,1.0,0.31546487678572877,0.31546487678572877,8.0
Sidalcea campestris,0.1111111111111111,0.1111111111111111,0.08372491399919348,0.08372491399919348,6.0
Sidalcea virgata,0.043478260869565216,0.043478260869565216,0.06362078819895173,0.04105877938688905,10.0
Sideroxylon celastrinum,0.14285714285714285,0.2857142857142857,0.11838279295536291,0.19505760694825583,4.0
Silphium asteriscus,0.08823529411764706,0.08823529411764706,0.26855292289002114,0.17331528776670027,3.0
Sisymbrium irio,0.4444444444444444,0.6666666666666666,0.3880279300100169,0.5008637684760755,3.0
Sisyrinchium montanum,0.5,0.5,0.23719771276929622,0.23719771276929622,5.0
Sixalix atropurpurea,0.06451612903225806,0.12903225806451613,0.16815228646891087,0.17721457439277627,4.0
Solanum americanum,0.0,0.0,0.0,0.0,47.0
Solanum umbelliferum,0.0,0.0,0.0,0.0,30.0
Solidago canadensis,0.03428571428571429,0.07428571428571429,0.5618918191694955,0.6057719200460395,2.0
Solidago curtisii,0.0,1.0,0.0,0.23540891336663824,18.0
Solidago fistulosa,0.1,0.1,0.06625422345438904,0.06625422345438904,9.0
Solidago juncea,0.0625,0.078125,0.3398414932237255,0.251660894526783,3.0
Solidago odora,0.058823529411764705,0.09803921568627451,0.3557772116892466,0.302054606171726,1.0
Solidago ptarmicoides,0.1111111111111111,0.1111111111111111,0.07834851647149513,0.07834851647149513,7.0
Solidago uliginosa,0.125,0.25,0.0901000086523677,0.14862543925054827,6.0
Sonchus arvensis,0.08450704225352113,0.18309859154929578,0.7151857987862358,0.7070171658955384,1.0
Sonchus asper,0.15217391304347827,0.17391304347826086,0.6726934039987302,0.4737554255209688,1.0
Spergularia rubra,0.0,0.14285714285714285,0.0,0.07428207290250749,12.0
Spiraea lucida,0.6666666666666666,0.6666666666666666,0.33775931993299535,0.33775931993299535,4.0
Spiranthes praecox,0.0,0.0,0.0,0.0,40.0
Spiranthes romanzoffiana,0.0,0.0,0.0,0.0,62.0
Sporobolus pumilus,0.0,0.5,0.0,0.16104282508920814,13.0
Stachys stebbinsii,0.0,0.0,0.0,0.0,65.0
Stanleya pinnata,0.16666666666666666,0.2222222222222222,0.29062463495159,0.23523610235077091,2.0
Stenanthium densum,0.0,0.0,0.0,0.0,28.0
Stenanthium gramineum,0.0,0.0,0.0,0.0,40.0
Symphoricarpos longiflorus,0.0,0.0,0.0,0.0,34.0
Symphyotrichum adnatum,0.0,0.0,0.0,0.0,297.0
Symphyotrichum chilense,0.08695652173913043,0.13043478260869565,0.3254288624260272,0.2820780851215337,3.0
Symphyotrichum firmum,0.09090909090909091,0.09090909090909091,0.08514311764162101,0.08021827351724288,5.0
Symphyotrichum pratense,0.0,0.0,0.0,0.0,202.0
Symphyotrichum subspicatum,0.0967741935483871,0.12903225806451613,0.3070147303424654,0.2344935704477999,2.0
Symphyotrichum tenuifolium,0.07142857142857142,0.07142857142857142,0.07839826897867534,0.06347978903359862,6.0
Syngonanthus flavidulus,0.0,1.0,0.0,0.23540891336663824,18.0
Tamarix ramosissima,0.19047619047619047,0.42857142857142855,0.29341639827363714,0.3677325023779951,5.0
Tecoma stans,0.10256410256410256,0.15384615384615385,0.4354747455750673,0.35130136448033206,1.0
Tephrosia onobrychoides,0.0,0.0,0.0,0.0,1545.0
Tetradymia axillaris,0.0,0.0,0.0,0.0,46.0
Teucrium cubense,0.3333333333333333,0.6666666666666666,0.46927872602275644,0.5778595991237899,1.0
Thermopsis montana,0.0,0.13333333333333333,0.0,0.08632110309458953,14.0
Thymophylla tenuiloba,0.0,0.3333333333333333,0.0,0.11480929472601784,16.0
Tiedemannia filiformis,0.2,0.3,0.15139734109601005,0.20642028267053011,5.0
Torilis nodosa,0.0,1.0,0.0,0.23981246656813146,17.0
Tradescantia fluminensis,0.0,0.0,0.0,0.0,135.0
Tragopogon dubius,0.14285714285714285,0.19047619047619047,0.2899773651602119,0.22265193317526072,3.0
Tribulus terrestris,0.26666666666666666,0.4,0.39356081945565907,0.3889094923714418,2.0
Trichostema parishii,0.25,0.25,0.13012668333070054,0.13012668333070054,7.0
Trifolium arvense,0.07692307692307693,0.23076923076923078,0.13886244387355456,0.2189424561286042,2.0
Trifolium hirtum,0.15151515151515152,0.2727272727272727,0.59839506697425,0.5281784881887992,1.0
Trifolium incarnatum,0.17857142857142858,0.25,0.5264282969545139,0.4115617637099141,1.0
Trifolium repens,0.03333333333333333,0.05,0.7951657524814092,0.6580866603530252,1.0
Trillium ovatum,0.2,0.2,0.13120507751234178,0.13120507751234178,5.0
Turnera ulmifolia,0.0,0.09523809523809523,0.0,0.0657757825330333,18.0
Ulmus rubra,0.0,0.0,0.0,0.0,58.0
Vaccinium corymbosum,0.023952095808383235,0.03592814371257485,0.29802729812225165,0.2660001255128217,4.0
Vaccinium macrocarpon,0.0,0.0625,0.0,0.06708846384718838,16.0
Vaccinium uliginosum,0.0,0.0,0.0,0.0,38.0
Veratrum viride,0.0,0.2,0.0,0.0890802702182344,13.0
Verbena canescens,0.0,0.0,0.0,0.0,105.0
Verbena halei,0.3,0.6,0.2329726085570736,0.40080825510961593,5.0
Vernonia arkansana,0.125,0.1875,0.12987501165334078,0.13856093171836725,9.0
Vernonia missurica,0.03125,0.25,0.06362078819895173,0.28812449795321915,10.0
Vesper montanus,0.0,0.0,0.0,0.0,258.0
Viburnum acerifolium,0.0,0.0,0.0,0.0,65.0
Viburnum lentago,0.0,0.0,0.0,0.0,106.0
Viburnum nudum,0.16666666666666666,0.2777777777777778,0.22716217481924805,0.2343708306674676,5.0
