plant,degree,genus_seen,r10_rank_n,hit_rank_n,r10_rank_tax,hit_rank_tax,r10_rank_n_tax,hit_rank_n_tax,r10_rank_n_tax_ldelta,hit_rank_n_tax_ldelta,r10_rank_full_tax,hit_rank_full_tax,r10_hyb_n_tax,hit_hyb_n_tax,r10_hyb_n_ldelta,hit_hyb_n_ldelta,r10_hyb_n_tax_ldelta,hit_hyb_n_tax_ldelta
Penstemon eatonii,3,True,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Penstemon palmeri,9,True,0.0,0.0,0.5555555555555556,1.0,0.5555555555555556,1.0,0.5555555555555556,1.0,0.4444444444444444,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Penstemon spectabilis,18,True,0.0,0.0,0.2222222222222222,1.0,0.2222222222222222,1.0,0.2222222222222222,1.0,0.2222222222222222,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Perideridia gairdneri,8,True,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.25,1.0,0.25,1.0
Persicaria longiseta,17,True,0.11764705882352941,1.0,0.23529411764705882,1.0,0.23529411764705882,1.0,0.23529411764705882,1.0,0.29411764705882354,1.0,0.11764705882352941,1.0,0.11764705882352941,1.0,0.11764705882352941,1.0
Persicaria pensylvanica,33,True,0.09090909090909091,1.0,0.09090909090909091,1.0,0.09090909090909091,1.0,0.09090909090909091,1.0,0.09090909090909091,1.0,0.09090909090909091,1.0,0.09090909090909091,1.0,0.09090909090909091,1.0
Petasites frigidus,11,True,0.09090909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,1.0,0.09090909090909091,1.0,0.09090909090909091,1.0
Phacelia hirsuta,1,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phacelia imbricata,8,True,0.0,0.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.125,1.0,0.0,0.0,0.0,0.0
Phacelia nemoralis,6,True,0.0,0.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.16666666666666666,1.0,0.16666666666666666,1.0,0.16666666666666666,1.0
Phacelia parryi,2,True,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Phacelia pedicellata,1,True,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phleum pratense,20,False,0.0,0.0,0.0,0.0,0.1,1.0,0.1,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Phlox stolonifera,6,True,0.0,0.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.16666666666666666,1.0,0.0,0.0,0.0,0.0
Pholistoma membranaceum,4,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phyla nodiflora,126,True,0.031746031746031744,1.0,0.05555555555555555,1.0,0.047619047619047616,1.0,0.047619047619047616,1.0,0.07142857142857142,1.0,0.031746031746031744,1.0,0.031746031746031744,1.0,0.031746031746031744,1.0
Physalis angulata,1,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Physocarpus intermedius,8,True,0.125,1.0,0.25,1.0,0.25,1.0,0.25,1.0,0.125,1.0,0.125,1.0,0.0,0.0,0.0,0.0
Physocarpus opulifolius,71,True,0.056338028169014086,1.0,0.056338028169014086,1.0,0.08450704225352113,1.0,0.08450704225352113,1.0,0.07042253521126761,1.0,0.056338028169014086,1.0,0.056338028169014086,1.0,0.056338028169014086,1.0
Physostegia purpurea,4,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pinguicula planifolia,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Platanthera ciliaris,6,True,0.3333333333333333,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0
Platanthera grandiflora,6,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Platanthera integrilabia,3,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0
Plumbago auriculata,23,True,0.17391304347826086,1.0,0.13043478260869565,1.0,0.13043478260869565,1.0,0.13043478260869565,1.0,0.08695652173913043,1.0,0.17391304347826086,1.0,0.13043478260869565,1.0,0.13043478260869565,1.0
Poa pratensis,24,False,0.041666666666666664,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,1.0,0.041666666666666664,1.0
Polanisia dodecandra,22,False,0.2727272727272727,1.0,0.0,0.0,0.09090909090909091,1.0,0.13636363636363635,1.0,0.045454545454545456,1.0,0.2727272727272727,1.0,0.2727272727272727,1.0,0.2727272727272727,1.0
Polygonatum biflorum,22,True,0.0,0.0,0.045454545454545456,1.0,0.09090909090909091,1.0,0.09090909090909091,1.0,0.13636363636363635,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Polytaenia texana,19,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,1.0,0.0,0.0,0.0,0.0
Pombalia verticillata,1,False,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Portulaca amilis,1,True,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Portulaca pilosa,10,True,0.1,1.0,0.1,1.0,0.2,1.0,0.2,1.0,0.1,1.0,0.1,1.0,0.1,1.0,0.1,1.0
Potentilla argentea,8,True,0.0,0.0,0.25,1.0,0.25,1.0,0.25,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Potentilla thurberi,1,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Primula hendersonii,8,True,0.125,1.0,0.25,1.0,0.25,1.0,0.375,1.0,0.375,1.0,0.25,1.0,0.25,1.0,0.25,1.0
Primula tetrandra,1,True,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Prunella vulgaris,126,False,0.03968253968253968,1.0,0.07142857142857142,1.0,0.07936507936507936,1.0,0.07936507936507936,1.0,0.07936507936507936,1.0,0.03968253968253968,1.0,0.03968253968253968,1.0,0.03968253968253968,1.0
Prunus americana,69,True,0.07246376811594203,1.0,0.10144927536231885,1.0,0.11594202898550725,1.0,0.11594202898550725,1.0,0.11594202898550725,1.0,0.07246376811594203,1.0,0.07246376811594203,1.0,0.07246376811594203,1.0
Prunus andersonii,4,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.25,1.0,0.25,1.0
Prunus cerasifera,4,True,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.25,1.0,0.25,1.0
Pseudognaphalium californicum,12,True,0.0,0.0,0.08333333333333333,1.0,0.08333333333333333,1.0,0.08333333333333333,1.0,0.16666666666666666,1.0,0.08333333333333333,1.0,0.16666666666666666,1.0,0.08333333333333333,1.0
Pulsatilla nuttalliana,16,True,0.1875,1.0,0.0625,1.0,0.125,1.0,0.125,1.0,0.0,0.0,0.1875,1.0,0.1875,1.0,0.1875,1.0
Pycnanthemum tenuifolium,212,True,0.02358490566037736,1.0,0.04716981132075472,1.0,0.04716981132075472,1.0,0.04716981132075472,1.0,0.04716981132075472,1.0,0.02358490566037736,1.0,0.02358490566037736,1.0,0.02358490566037736,1.0
Quercus cornelius-mulleri,4,True,0.0,0.0,0.25,1.0,0.25,1.0,0.25,1.0,0.25,1.0,0.25,1.0,0.25,1.0,0.25,1.0
Quercus macrocarpa,21,True,0.047619047619047616,1.0,0.047619047619047616,1.0,0.047619047619047616,1.0,0.047619047619047616,1.0,0.047619047619047616,1.0,0.047619047619047616,1.0,0.047619047619047616,1.0,0.047619047619047616,1.0
Quercus phellos,18,True,0.0,0.0,0.05555555555555555,1.0,0.16666666666666666,1.0,0.1111111111111111,1.0,0.1111111111111111,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Quercus stellata,9,True,0.1111111111111111,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,1.0,0.1111111111111111,1.0,0.1111111111111111,1.0
Quercus virginiana,3,True,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0
Quercus wislizeni,3,True,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,1.0
Rhexia cubensis,1,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rhizophora mangle,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rhododendron maximum,13,True,0.23076923076923078,1.0,0.3076923076923077,1.0,0.38461538461538464,1.0,0.38461538461538464,1.0,0.3076923076923077,1.0,0.23076923076923078,1.0,0.23076923076923078,1.0,0.23076923076923078,1.0
Rhodotypos scandens,8,False,0.125,1.0,0.25,1.0,0.25,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rhynchospora latifolia,1,True,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Ribes americanum,4,True,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,1.0,0.5,1.0
Ribes glandulosum,1,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ribes montigenum,1,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ribes rubrum,10,True,0.0,0.0,0.2,1.0,0.2,1.0,0.2,1.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Romulea rosea,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0
Rosa acicularis,39,True,0.0,0.0,0.05128205128205128,1.0,0.05128205128205128,1.0,0.05128205128205128,1.0,0.07692307692307693,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Rosa blanda,20,True,0.05,1.0,0.15,1.0,0.15,1.0,0.15,1.0,0.15,1.0,0.05,1.0,0.05,1.0,0.05,1.0
Rosa palustris,16,True,0.125,1.0,0.375,1.0,0.4375,1.0,0.4375,1.0,0.4375,1.0,0.1875,1.0,0.125,1.0,0.125,1.0
Rotanthella floridana,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Rubus flagellaris,23,True,0.13043478260869565,1.0,0.13043478260869565,1.0,0.08695652173913043,1.0,0.08695652173913043,1.0,0.08695652173913043,1.0,0.17391304347826086,1.0,0.17391304347826086,1.0,0.17391304347826086,1.0
Rubus odoratus,40,True,0.1,1.0,0.1,1.0,0.1,1.0,0.125,1.0,0.125,1.0,0.1,1.0,0.1,1.0,0.1,1.0
Rudbeckia hirta,298,True,0.026845637583892617,1.0,0.03355704697986577,1.0,0.03355704697986577,1.0,0.03355704697986577,1.0,0.03355704697986577,1.0,0.026845637583892617,1.0,0.026845637583892617,1.0,0.026845637583892617,1.0
Rudbeckia missouriensis,4,True,0.25,1.0,0.25,1.0,0.25,1.0,0.25,1.0,0.25,1.0,0.25,1.0,0.0,0.0,0.25,1.0
Ruellia nudiflora,5,True,0.2,1.0,0.4,1.0,0.4,1.0,0.4,1.0,0.4,1.0,0.2,1.0,0.2,1.0,0.2,1.0
Sagittaria engelmanniana,1,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sagittaria graminea,1,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sairocarpus coulterianus,3,True,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0
Salix bebbiana,3,True,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0
Salix commutata,2,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salix discolor,39,True,0.07692307692307693,1.0,0.07692307692307693,1.0,0.10256410256410256,1.0,0.10256410256410256,1.0,0.10256410256410256,1.0,0.10256410256410256,1.0,0.10256410256410256,1.0,0.10256410256410256,1.0
Salix exigua,3,True,0.6666666666666666,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0
Salix gooddingii,5,True,0.4,1.0,0.4,1.0,0.4,1.0,0.4,1.0,0.4,1.0,0.4,1.0,0.4,1.0,0.4,1.0
Salix laevigata,1,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Salvia arizonica,1,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salvia carduacea,8,True,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.25,1.0,0.25,1.0
Salvia coccinea,54,True,0.1111111111111111,1.0,0.09259259259259259,1.0,0.09259259259259259,1.0,0.09259259259259259,1.0,0.09259259259259259,1.0,0.12962962962962962,1.0,0.1111111111111111,1.0,0.1111111111111111,1.0
Salvia columbariae,20,True,0.15,1.0,0.1,1.0,0.1,1.0,0.1,1.0,0.1,1.0,0.15,1.0,0.15,1.0,0.15,1.0
Salvia dorrii,24,True,0.08333333333333333,1.0,0.20833333333333334,1.0,0.20833333333333334,1.0,0.20833333333333334,1.0,0.16666666666666666,1.0,0.08333333333333333,1.0,0.08333333333333333,1.0,0.08333333333333333,1.0
Salvia leucophylla,41,True,0.14634146341463414,1.0,0.24390243902439024,1.0,0.24390243902439024,1.0,0.21951219512195122,1.0,0.21951219512195122,1.0,0.12195121951219512,1.0,0.04878048780487805,1.0,0.04878048780487805,1.0
Salvia lyrata,22,True,0.18181818181818182,1.0,0.13636363636363635,1.0,0.13636363636363635,1.0,0.13636363636363635,1.0,0.18181818181818182,1.0,0.18181818181818182,1.0,0.18181818181818182,1.0,0.18181818181818182,1.0
Salvia munzii,11,True,0.0,0.0,0.09090909090909091,1.0,0.09090909090909091,1.0,0.18181818181818182,1.0,0.18181818181818182,1.0,0.0,0.0,0.09090909090909091,1.0,0.09090909090909091,1.0
Sanguinaria canadensis,47,False,0.0425531914893617,1.0,0.02127659574468085,1.0,0.10638297872340426,1.0,0.10638297872340426,1.0,0.1276595744680851,1.0,0.0425531914893617,1.0,0.0425531914893617,1.0,0.0425531914893617,1.0
Sanicula crassicaulis,20,True,0.05,1.0,0.05,1.0,0.1,1.0,0.1,1.0,0.1,1.0,0.1,1.0,0.1,1.0,0.1,1.0
Scandix pecten-veneris,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sedum divergens,3,True,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0
Sedum oregonense,1,True,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Sedum pulchellum,5,True,0.0,0.0,0.2,1.0,0.2,1.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sedum sarmentosum,1,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sedum stenopetalum,10,True,0.1,1.0,0.2,1.0,0.2,1.0,0.2,1.0,0.2,1.0,0.2,1.0,0.2,1.0,0.2,1.0
Senecio vulgaris,8,True,0.125,1.0,0.25,1.0,0.25,1.0,0.25,1.0,0.25,1.0,0.125,1.0,0.125,1.0,0.125,1.0
Senega cruciata,1,True,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Senega curtissii,1,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Senna marilandica,20,True,0.05,1.0,0.1,1.0,0.1,1.0,0.1,1.0,0.1,1.0,0.05,1.0,0.05,1.0,0.05,1.0
Senna obtusifolia,1,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sidalcea campestris,9,True,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.1111111111111111,1.0,0.1111111111111111,1.0,0.1111111111111111,1.0
Sidalcea virgata,23,True,0.0,0.0,0.13043478260869565,1.0,0.13043478260869565,1.0,0.13043478260869565,1.0,0.17391304347826086,1.0,0.08695652173913043,1.0,0.0,0.0,0.0,0.0
Sideroxylon celastrinum,7,True,0.2857142857142857,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,1.0,0.14285714285714285,1.0,0.14285714285714285,1.0
Silphium asteriscus,34,True,0.08823529411764706,1.0,0.17647058823529413,1.0,0.17647058823529413,1.0,0.17647058823529413,1.0,0.17647058823529413,1.0,0.08823529411764706,1.0,0.08823529411764706,1.0,0.08823529411764706,1.0
Sisymbrium irio,9,True,0.4444444444444444,1.0,0.1111111111111111,1.0,0.1111111111111111,1.0,0.1111111111111111,1.0,0.1111111111111111,1.0,0.4444444444444444,1.0,0.4444444444444444,1.0,0.4444444444444444,1.0
Sisyrinchium montanum,2,True,0.5,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,1.0
Sixalix atropurpurea,31,False,0.03225806451612903,1.0,0.03225806451612903,1.0,0.03225806451612903,1.0,0.16129032258064516,1.0,0.12903225806451613,1.0,0.16129032258064516,1.0,0.12903225806451613,1.0,0.16129032258064516,1.0
Solanum americanum,2,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Solanum umbelliferum,9,True,0.1111111111111111,1.0,0.1111111111111111,1.0,0.1111111111111111,1.0,0.1111111111111111,1.0,0.1111111111111111,1.0,0.1111111111111111,1.0,0.0,0.0,0.0,0.0
Solidago canadensis,175,True,0.02857142857142857,1.0,0.05714285714285714,1.0,0.05714285714285714,1.0,0.05714285714285714,1.0,0.05714285714285714,1.0,0.03428571428571429,1.0,0.03428571428571429,1.0,0.03428571428571429,1.0
Solidago curtisii,1,True,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
Solidago fistulosa,10,True,0.0,0.0,0.2,1.0,0.2,1.0,0.2,1.0,0.2,1.0,0.0,0.0,0.1,1.0,0.1,1.0
Solidago juncea,64,True,0.0625,1.0,0.125,1.0,0.125,1.0,0.109375,1.0,0.125,1.0,0.0625,1.0,0.0625,1.0,0.0625,1.0
Solidago odora,51,True,0.0392156862745098,1.0,0.17647058823529413,1.0,0.17647058823529413,1.0,0.17647058823529413,1.0,0.1568627450980392,1.0,0.058823529411764705,1.0,0.058823529411764705,1.0,0.058823529411764705,1.0
Solidago ptarmicoides,9,True,0.1111111111111111,1.0,0.1111111111111111,1.0,0.1111111111111111,1.0,0.0,0.0,0.0,0.0,0.1111111111111111,1.0,0.1111111111111111,1.0,0.1111111111111111,1.0
Solidago uliginosa,8,True,0.0,0.0,0.375,1.0,0.375,1.0,0.375,1.0,0.375,1.0,0.125,1.0,0.125,1.0,0.125,1.0
Sonchus arvensis,71,False,0.08450704225352113,1.0,0.07042253521126761,1.0,0.11267605633802817,1.0,0.11267605633802817,1.0,0.04225352112676056,1.0,0.09859154929577464,1.0,0.09859154929577464,1.0,0.09859154929577464,1.0
Sonchus asper,46,False,0.15217391304347827,1.0,0.13043478260869565,1.0,0.17391304347826086,1.0,0.17391304347826086,1.0,0.10869565217391304,1.0,0.15217391304347827,1.0,0.15217391304347827,1.0,0.15217391304347827,1.0
Spergularia rubra,7,False,0.0,0.0,0.14285714285714285,1.0,0.14285714285714285,1.0,0.14285714285714285,1.0,0.14285714285714285,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Spiraea lucida,3,True,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0
Spiranthes praecox,1,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spiranthes romanzoffiana,4,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sporobolus pumilus,2,True,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0
Stachys stebbinsii,7,True,0.0,0.0,0.14285714285714285,1.0,0.14285714285714285,1.0,0.14285714285714285,1.0,0.2857142857142857,1.0,0.42857142857142855,1.0,0.0,0.0,0.0,0.0
Stanleya pinnata,18,False,0.16666666666666666,1.0,0.05555555555555555,1.0,0.05555555555555555,1.0,0.1111111111111111,1.0,0.16666666666666666,1.0,0.16666666666666666,1.0,0.16666666666666666,1.0,0.16666666666666666,1.0
Stenanthium densum,4,False,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.0,0.0,0.0,0.0
Stenanthium gramineum,14,False,0.0,0.0,0.0,0.0,0.07142857142857142,1.0,0.07142857142857142,1.0,0.07142857142857142,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Symphoricarpos longiflorus,1,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Symphyotrichum adnatum,2,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Symphyotrichum chilense,46,True,0.08695652173913043,1.0,0.08695652173913043,1.0,0.10869565217391304,1.0,0.10869565217391304,1.0,0.08695652173913043,1.0,0.06521739130434782,1.0,0.06521739130434782,1.0,0.06521739130434782,1.0
Symphyotrichum firmum,11,True,0.09090909090909091,1.0,0.36363636363636365,1.0,0.36363636363636365,1.0,0.36363636363636365,1.0,0.2727272727272727,1.0,0.09090909090909091,1.0,0.18181818181818182,1.0,0.18181818181818182,1.0
Symphyotrichum pratense,1,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Symphyotrichum subspicatum,31,True,0.03225806451612903,1.0,0.12903225806451613,1.0,0.12903225806451613,1.0,0.12903225806451613,1.0,0.12903225806451613,1.0,0.0967741935483871,1.0,0.12903225806451613,1.0,0.16129032258064516,1.0
Symphyotrichum tenuifolium,14,True,0.07142857142857142,1.0,0.2857142857142857,1.0,0.2857142857142857,1.0,0.2857142857142857,1.0,0.21428571428571427,1.0,0.07142857142857142,1.0,0.07142857142857142,1.0,0.07142857142857142,1.0
Syngonanthus flavidulus,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tamarix ramosissima,21,True,0.19047619047619047,1.0,0.19047619047619047,1.0,0.19047619047619047,1.0,0.19047619047619047,1.0,0.19047619047619047,1.0,0.19047619047619047,1.0,0.19047619047619047,1.0,0.19047619047619047,1.0
Tecoma stans,39,False,0.10256410256410256,1.0,0.0,0.0,0.0,0.0,0.05128205128205128,1.0,0.07692307692307693,1.0,0.10256410256410256,1.0,0.07692307692307693,1.0,0.07692307692307693,1.0
Tephrosia onobrychoides,1,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tetradymia axillaris,1,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Teucrium cubense,3,True,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0
Thermopsis montana,15,True,0.0,0.0,0.4666666666666667,1.0,0.4666666666666667,1.0,0.4,1.0,0.5333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Thymophylla tenuiloba,3,True,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0
Tiedemannia filiformis,10,False,0.1,1.0,0.1,1.0,0.1,1.0,0.4,1.0,0.3,1.0,0.4,1.0,0.1,1.0,0.1,1.0
Torilis nodosa,1,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tradescantia fluminensis,7,True,0.0,0.0,0.42857142857142855,1.0,0.42857142857142855,1.0,0.42857142857142855,1.0,0.2857142857142857,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Tragopogon dubius,21,True,0.14285714285714285,1.0,0.09523809523809523,1.0,0.09523809523809523,1.0,0.09523809523809523,1.0,0.09523809523809523,1.0,0.14285714285714285,1.0,0.14285714285714285,1.0,0.14285714285714285,1.0
Tribulus terrestris,15,True,0.26666666666666666,1.0,0.06666666666666667,1.0,0.2,1.0,0.26666666666666666,1.0,0.13333333333333333,1.0,0.26666666666666666,1.0,0.26666666666666666,1.0,0.26666666666666666,1.0
Trichostema parishii,4,True,0.25,1.0,0.25,1.0,0.25,1.0,0.25,1.0,0.0,0.0,0.25,1.0,0.5,1.0,0.5,1.0
Trifolium arvense,13,True,0.07692307692307693,1.0,0.23076923076923078,1.0,0.3076923076923077,1.0,0.3076923076923077,1.0,0.23076923076923078,1.0,0.07692307692307693,1.0,0.07692307692307693,1.0,0.07692307692307693,1.0
