plant,pollinator,first_year,last_year,n_dated
Leucanthemum vulgare,Wallengrenia egeremet,2014.0,2021.0,4
Leucanthemum vulgare,Xestoleptura crassipes,2019.0,2024.0,5
Leucanthemum vulgare,Xylocopa virginica,2023.0,2023.0,1
Leucanthemum vulgare,Xylota angustiventris,,,0
Leucothoe axillaris,Bombus griseocollis,2022.0,2022.0,1
Leucothoe fontanesiana,Erynnis juvenalis,2025.0,2025.0,1
Leucothoe fontanesiana,Vanessa virginiensis,2022.0,2022.0,1
Lewisia rediviva,Agapostemon texanus,2010.0,2010.0,2
Lewisia rediviva,Andrena transnigra,2010.0,2010.0,1
Lewisia rediviva,Apis mellifera,2025.0,2025.0,1
Lewisia rediviva,Bombus centralis,2023.0,2023.0,1
Lewisia rediviva,Bombus nevadensis,2018.0,2018.0,1
Lewisia rediviva,Bombus vancouverensis,2023.0,2025.0,2
Lewisia rediviva,Bombus vosnesenskii,2018.0,2018.0,1
Lewisia rediviva,Ceratina nanula,2010.0,2010.0,1
Lewisia rediviva,Ceratina pacifica,2010.0,2010.0,2
Lewisia rediviva,Cortodera subpilosa,2010.0,2010.0,9
Lewisia rediviva,Eucera edwardsii,2010.0,2010.0,7
Lewisia rediviva,Eucera fulvitarsis,2010.0,2010.0,2
Lewisia rediviva,Halictus confusus,2010.0,2010.0,1
Lewisia rediviva,Halictus tripartitus,2010.0,2010.0,1
Lewisia rediviva,Lasioglossum nevadense,2010.0,2010.0,2
Lewisia rediviva,Lasioglossum pruinosum,2010.0,2010.0,3
Lewisia rediviva,Mitoura gryneus,2017.0,2017.0,2
Lewisia rediviva,Osmia atrocyanea,2010.0,2010.0,1
Lewisia rediviva,Osmia bella,2010.0,2010.0,1
Lewisia rediviva,Osmia californica,2010.0,2010.0,5
Leymus mollis,Coccinella septempunctata,2022.0,2022.0,1
Liatris acidota,Bombus pensylvanicus,2020.0,2020.0,1
Liatris aspera,Agapostemon splendens,2024.0,2025.0,4
Liatris aspera,Anthidium manicatum,2022.0,2022.0,1
Liatris aspera,Archilochus colubris,2022.0,2022.0,1
Liatris aspera,Atrytone arogos,2025.0,2025.0,1
Liatris aspera,Bombus affinis,2017.0,2020.0,3
Liatris aspera,Bombus auricomus,2022.0,2025.0,4
Liatris aspera,Bombus citrinus,2016.0,2024.0,5
Liatris aspera,Bombus fervidus,2023.0,2023.0,2
Liatris aspera,Bombus fraternus,2023.0,2025.0,3
Liatris aspera,Bombus griseocollis,2014.0,2024.0,41
Liatris aspera,Bombus impatiens,2015.0,2024.0,31
Liatris aspera,Bombus pensylvanicus,2018.0,2024.0,22
Liatris aspera,Bombus rufocinctus,2018.0,2021.0,2
Liatris aspera,Bombus vagans,2023.0,2025.0,4
Liatris aspera,Carmenta anthracipennis,2017.0,2019.0,5
Liatris aspera,Chauliognathus pensylvanicus,2019.0,2025.0,6
Liatris aspera,Cisseps fulvicollis,2024.0,2024.0,1
Liatris aspera,Clossiana toddi,2014.0,2014.0,1
Liatris aspera,Colias eurytheme,2015.0,2015.0,1
Liatris aspera,Danaus plexippus,2014.0,2025.0,33
Liatris aspera,Diabrotica barberi,2025.0,2025.0,2
Liatris aspera,Euptoieta claudia,2023.0,2023.0,1
Liatris aspera,Feltia jaculifera,2023.0,2023.0,1
Liatris aspera,Helicoverpa zea,2015.0,2023.0,4
Liatris aspera,Hesperia leonardus,2013.0,2025.0,8
Liatris aspera,Hylephila phyleus,2016.0,2016.0,1
Liatris aspera,Lon zabulon,2022.0,2022.0,2
Liatris aspera,Megachile latimanus,2022.0,2022.0,2
Liatris aspera,Papilio glaucus,2018.0,2018.0,2
Liatris aspera,Pieris rapae,2023.0,2023.0,1
Liatris aspera,Polites themistocles,2021.0,2021.0,2
Liatris aspera,Pyrausta inornatalis,2016.0,2016.0,2
Liatris aspera,Syritta pipiens,2023.0,2023.0,1
Liatris aspera,Toxomerus marginatus,2023.0,2023.0,1
Liatris aspera,Vanessa cardui,2012.0,2022.0,3
Liatris aspera,Vanessa virginiensis,2025.0,2025.0,1
Liatris aspera,Xylocopa virginica,2022.0,2022.0,2
Liatris chapmanii,Anartia jatrophae,2021.0,2025.0,2
Liatris chapmanii,Atrytone delaware,2021.0,2022.0,2
Liatris chapmanii,Battus philenor,2023.0,2025.0,3
Liatris chapmanii,Cymaenes tripunctus,2023.0,2025.0,3
Liatris chapmanii,Danaus gilippus,2023.0,2023.0,1
Liatris chapmanii,Dione vanillae,2021.0,2025.0,3
Liatris chapmanii,Erynnis horatius,2023.0,2025.0,2
Liatris chapmanii,Hedone vibex,2021.0,2025.0,2
Liatris chapmanii,Heliconius charithonia,2025.0,2025.0,1
Liatris chapmanii,Lerema accius,2023.0,2023.0,1
Liatris chapmanii,Papilio cresphontes,2021.0,2024.0,2
Liatris chapmanii,Papilio glaucus,2021.0,2023.0,4
Liatris chapmanii,Papilio palamedes,2021.0,2025.0,2
Liatris chapmanii,Papilio polyxenes,2021.0,2025.0,3
Liatris chapmanii,Papilio troilus,2021.0,2025.0,6
Liatris chapmanii,Phoebis sennae,2021.0,2022.0,2
Liatris chapmanii,Protographium marcellus,2022.0,2022.0,1
Liatris chapmanii,Urbanus proteus,2023.0,2023.0,2
Liatris cylindracea,Augochlorella aurata,2025.0,2025.0,1
Liatris cylindracea,Bombus bimaculatus,2024.0,2024.0,2
Liatris cylindracea,Bombus fervidus,2010.0,2010.0,1
Liatris cylindracea,Bombus impatiens,2023.0,2023.0,1
Liatris cylindracea,Cecropterus lyciades,2003.0,2003.0,2
Liatris cylindracea,Colias philodice,2011.0,2020.0,3
Liatris cylindracea,Danaus plexippus,1984.0,2024.0,5
Liatris cylindracea,Epargyreus clarus,2011.0,2025.0,6
Liatris cylindracea,Erynnis baptisiae,2024.0,2024.0,2
Liatris cylindracea,Euphyes vestris,2022.0,2022.0,2
Liatris cylindracea,Hemaris diffinis,2016.0,2016.0,1
Liatris cylindracea,Hesperia leonardus,2021.0,2022.0,5
Liatris cylindracea,Hylephila phyleus,2022.0,2022.0,2
Liatris cylindracea,Lon zabulon,2022.0,2022.0,2
Liatris cylindracea,Polites themistocles,2025.0,2025.0,1
Liatris cylindracea,Toxomerus marginatus,2025.0,2025.0,1
Liatris cylindracea,Vanessa cardui,2011.0,2011.0,1
Liatris elegans,Dione vanillae,2024.0,2024.0,1
Liatris elegantula,Urbanus proteus,2020.0,2024.0,3
Liatris gracilis,Apis mellifera,2023.0,2023.0,1
Liatris gracilis,Cerceris bicornuta,2020.0,2020.0,1
Liatris gracilis,Dione vanillae,2025.0,2025.0,1
Liatris gracilis,Euphoria sepulcralis,2020.0,2020.0,1
Liatris gracilis,Eurema daira,2022.0,2022.0,2
Liatris gracilis,Exoprosopa fasciata,2023.0,2023.0,1
Liatris gracilis,Papilio palamedes,2025.0,2025.0,1
Liatris gracilis,Papilio polyxenes,2021.0,2021.0,1
Liatris helleri,Battus philenor,2025.0,2025.0,2
Liatris helleri,Bombus impatiens,2025.0,2025.0,2
Liatris helleri,Epargyreus clarus,2012.0,2012.0,1
Liatris hirsuta,Cecropterus lyciades,2023.0,2023.0,2
Liatris hirsuta,Epargyreus clarus,2023.0,2023.0,1
Liatris ligulistylis,Bombus affinis,2016.0,2020.0,4
Liatris ligulistylis,Bombus bimaculatus,2017.0,2019.0,3
Liatris ligulistylis,Bombus citrinus,2023.0,2025.0,2
Liatris ligulistylis,Bombus fervidus,2023.0,2023.0,1
Liatris ligulistylis,Bombus fraternus,2023.0,2023.0,1
Liatris ligulistylis,Bombus griseocollis,2016.0,2024.0,12
Liatris ligulistylis,Bombus impatiens,2021.0,2023.0,2
Liatris ligulistylis,Bombus nevadensis,2024.0,2024.0,1
Liatris ligulistylis,Bombus perplexus,2024.0,2024.0,1
Liatris ligulistylis,Bombus rufocinctus,2016.0,2016.0,1
Liatris ligulistylis,Cisseps fulvicollis,2024.0,2024.0,2
Liatris ligulistylis,Danaus gilippus,2024.0,2024.0,1
Liatris ligulistylis,Danaus plexippus,2011.0,2025.0,40
Liatris ligulistylis,Diabrotica cristata,2019.0,2019.0,3
Liatris ligulistylis,Epargyreus clarus,2025.0,2025.0,3
Liatris ligulistylis,Helicoverpa zea,2025.0,2025.0,1
Liatris ligulistylis,Megachile latimanus,2024.0,2024.0,1
Liatris ligulistylis,Melissodes bimaculatus,2024.0,2024.0,2
Liatris ligulistylis,Melissodes trinodis,2012.0,2012.0,2
Liatris ligulistylis,Papilio glaucus,2025.0,2025.0,1
Liatris ligulistylis,Pholisora catullus,2021.0,2021.0,3
Liatris ligulistylis,Polistes dominula,2024.0,2024.0,1
Liatris ligulistylis,Problema bulenta,2023.0,2023.0,2
Liatris ligulistylis,Xylocopa virginica,2025.0,2025.0,1
Liatris pilosa,Agapostemon virescens,2023.0,2023.0,1
Liatris pilosa,Bombus impatiens,2021.0,2023.0,4
Liatris pilosa,Burnsius communis,2019.0,2019.0,1
Liatris pilosa,Diabrotica undecimpunctata,2023.0,2023.0,1
Liatris pilosa,Epargyreus clarus,2019.0,2019.0,1
Liatris pilosa,Hylephila phyleus,2019.0,2019.0,1
Liatris pilosa,Junonia coenia,2019.0,2019.0,1
Liatris pilosa,Panoquina ocola,2019.0,2019.0,3
Liatris pilosa,Polites themistocles,2025.0,2025.0,1
Liatris pilosa,Vanessa virginiensis,2019.0,2019.0,1
Liatris punctata,Anastoechus barbatus,2014.0,2014.0,1
Liatris punctata,Anthophora californica,2017.0,2017.0,1
Liatris punctata,Anthophora urbana,2014.0,2014.0,1
Liatris punctata,Anthophora walshii,2022.0,2024.0,3
Liatris punctata,Apis mellifera,2014.0,2022.0,6
Liatris punctata,Ashmeadiella bucconis,2014.0,2014.0,1
Liatris punctata,Battus philenor,2025.0,2025.0,1
Liatris punctata,Bombus affinis,2022.0,2022.0,1
Liatris punctata,Bombus appositus,2014.0,2024.0,17
Liatris punctata,Bombus bifarius,2014.0,2022.0,9
Liatris punctata,Bombus bimaculatus,2023.0,2023.0,2
Liatris punctata,Bombus borealis,2014.0,2014.0,1
Liatris punctata,Bombus centralis,2014.0,2023.0,19
Liatris punctata,Bombus fervidus,2013.0,2024.0,14
Liatris punctata,Bombus flavifrons,2014.0,2024.0,3
Liatris punctata,Bombus fraternus,2022.0,2024.0,13
Liatris punctata,Bombus griseocollis,2014.0,2024.0,19
Liatris punctata,Bombus huntii,2014.0,2024.0,25
Liatris punctata,Bombus impatiens,2021.0,2024.0,8
Liatris punctata,Bombus insularis,2021.0,2021.0,1
Liatris punctata,Bombus pensylvanicus,2017.0,2024.0,44
Liatris punctata,Bombus rufocinctus,2021.0,2024.0,4
Liatris punctata,Bombus sonorus,2022.0,2024.0,8
Liatris punctata,Bombus ternarius,2022.0,2022.0,1
Liatris punctata,Bombus terricola,2022.0,2022.0,1
Liatris punctata,Bombus vagans,2021.0,2022.0,2
Liatris punctata,Colias eurytheme,2022.0,2024.0,6
Liatris punctata,Danaus plexippus,2013.0,2025.0,6
Liatris punctata,Dione vanillae,2015.0,2024.0,2
Liatris punctata,Erynnis afranius,2023.0,2023.0,1
Liatris punctata,Erynnis funeralis,2022.0,2022.0,1
Liatris punctata,Estigmene acrea,2017.0,2022.0,3
Liatris punctata,Feltia jaculifera,2024.0,2024.0,1
Liatris punctata,Geron vitripennis,2014.0,2014.0,1
Liatris punctata,Halictus confusus,2014.0,2014.0,1
Liatris punctata,Hemipenthes sinuosus,2014.0,2014.0,10
Liatris punctata,Heriades carinata,2015.0,2015.0,1
Liatris punctata,Hesperia leonardus,2021.0,2021.0,6
Liatris punctata,Hippodamia convergens,2017.0,2017.0,1
Liatris punctata,Hylephila phyleus,2015.0,2022.0,2
Liatris punctata,Hyles lineata,2018.0,2024.0,2
Liatris punctata,Junonia coenia,2023.0,2023.0,2
Liatris punctata,Lasioglossum albipenne,2014.0,2014.0,1
Liatris punctata,Megachile apicalis,2014.0,2014.0,2
Liatris punctata,Megachile perihirta,2014.0,2014.0,5
Liatris punctata,Ochlodes sylvanoides,2014.0,2023.0,3
Liatris punctata,Panoquina ocola,2025.0,2025.0,1
Liatris punctata,Papilio zelicaon,2025.0,2025.0,1
Liatris punctata,Perdita swenki,2023.0,2023.0,4
Liatris punctata,Thymelicus lineola,2014.0,2023.0,3
Liatris punctata,Vanessa cardui,2016.0,2024.0,15
Liatris pycnostachya,Agapostemon virescens,2020.0,2020.0,1
Liatris pycnostachya,Arge humeralis,,,0
Liatris pycnostachya,Battus philenor,2019.0,2024.0,4
Liatris pycnostachya,Bibio albipennis,,,0
Liatris pycnostachya,Bombus affinis,2015.0,2025.0,8
Liatris pycnostachya,Bombus auricomus,2023.0,2025.0,6
Liatris pycnostachya,Bombus bimaculatus,2021.0,2025.0,18
Liatris pycnostachya,Bombus citrinus,2022.0,2025.0,10
Liatris pycnostachya,Bombus fervidus,2015.0,2025.0,3
Liatris pycnostachya,Bombus fraternus,2021.0,2023.0,4
Liatris pycnostachya,Bombus griseocollis,2017.0,2025.0,153
Liatris pycnostachya,Bombus impatiens,2021.0,2025.0,23
Liatris pycnostachya,Bombus pensylvanicus,2018.0,2024.0,31
Liatris pycnostachya,Bombus ternarius,2020.0,2020.0,1
Liatris pycnostachya,Bombus vagans,2020.0,2022.0,2
Liatris pycnostachya,Calophasia lunula,2023.0,2023.0,1
Liatris pycnostachya,Ceratina dupla,,,0
Liatris pycnostachya,Chauliognathus pensylvanicus,2024.0,2024.0,1
Liatris pycnostachya,Colias eurytheme,2021.0,2022.0,2
Liatris pycnostachya,Danaus gilippus,2020.0,2020.0,1
Liatris pycnostachya,Danaus plexippus,2006.0,2025.0,7
Liatris pycnostachya,Diabrotica cristata,2019.0,2019.0,3
Liatris pycnostachya,Epargyreus clarus,2012.0,2025.0,8
Liatris pycnostachya,Euphyes vestris,2025.0,2025.0,2
Liatris pycnostachya,Exoprosopa fasciata,2022.0,2022.0,1
Liatris pycnostachya,Feltia herilis,2022.0,2022.0,1
Liatris pycnostachya,Halictus ligatus,2023.0,2023.0,1
Liatris pycnostachya,Helophilus latifrons,,,0
Liatris pycnostachya,Hemaris diffinis,2023.0,2023.0,1
Liatris pycnostachya,Hemaris thysbe,2021.0,2021.0,1
Liatris pycnostachya,Junonia coenia,2012.0,2012.0,1
Liatris pycnostachya,Lerodea eufala,2021.0,2021.0,2
Liatris pycnostachya,Liris argentatus,,,0
Liatris pycnostachya,Lon zabulon,2022.0,2022.0,1
Liatris pycnostachya,Melissodes agilis,,,0
Liatris pycnostachya,Melissodes bimaculatus,2022.0,2023.0,3
Liatris pycnostachya,Morellia micans,,,0
Liatris pycnostachya,Osmia lignaria,,,0
Liatris pycnostachya,Papilio cresphontes,2024.0,2024.0,1
Liatris pycnostachya,Papilio glaucus,2012.0,2024.0,9
Liatris pycnostachya,Papilio palamedes,2012.0,2020.0,2
Liatris pycnostachya,Papilio troilus,2012.0,2024.0,10
Liatris pycnostachya,Pemphredon inornata,,,0
Liatris pycnostachya,Phoebis sennae,2012.0,2022.0,3
Liatris pycnostachya,Physoconops brachyrhynchus,,,0
Liatris pycnostachya,Polites themistocles,2022.0,2022.0,1
Liatris pycnostachya,Popillia japonica,2022.0,2022.0,1
Liatris pycnostachya,Promachus hinei,2022.0,2022.0,1
Liatris pycnostachya,Sitochroa palealis,2022.0,2022.0,1
Liatris pycnostachya,Spilomyia longicornis,,,0
Liatris pycnostachya,Strymon melinus,2020.0,2020.0,1
Liatris pycnostachya,Triepeolus cressonii,,,0
Liatris pycnostachya,Triepeolus simplex,,,0
Liatris pycnostachya,Urbanus proteus,2023.0,2023.0,1
Liatris pycnostachya,Vanessa virginiensis,2023.0,2023.0,1
Liatris pycnostachya,Vespula maculifrons,2021.0,2021.0,1
Liatris quadriflora,Dione vanillae,2025.0,2025.0,1
Liatris quadriflora,Euphyes arpa,2019.0,2020.0,2
Liatris quadriflora,Hemiargus ceraunus,2025.0,2025.0,1
Liatris quadriflora,Hylephila phyleus,2020.0,2020.0,1
Liatris quadriflora,Junonia coenia,2020.0,2020.0,1
Liatris quadriflora,Panoquina ocola,2020.0,2020.0,1
Liatris quadriflora,Polites themistocles,2020.0,2020.0,1
Liatris scariosa,Andrena pruni,,,0
Liatris scariosa,Anoplodera pubera,,,0
Liatris scariosa,Anthidium manicatum,2023.0,2023.0,1
Liatris scariosa,Apis mellifera,2019.0,2025.0,2
Liatris scariosa,Archilochus colubris,2022.0,2023.0,2
Liatris scariosa,Bombus,2019.0,2019.0,1
Liatris scariosa,Bombus fervidus,2014.0,2025.0,3
Liatris scariosa,Bombus impatiens,2019.0,2025.0,7
Liatris scariosa,Bombus pensylvanicus,2023.0,2023.0,1
Liatris scariosa,Ceratina dupla,,,0
Liatris scariosa,Cercyonis pegala,2024.0,2024.0,1
Liatris scariosa,Ceropales robinsonii,,,0
Liatris scariosa,Colias philodice,2020.0,2025.0,2
Liatris scariosa,Danaus plexippus,2018.0,2025.0,30
Liatris scariosa,Epeolus bifasciatus,,,0
Liatris scariosa,Euodynerus hidalgo,2024.0,2024.0,1
Liatris scariosa,Eupeodes americanus,2025.0,2025.0,1
Liatris scariosa,Helicoverpa zea,2025.0,2025.0,1
Liatris scariosa,Hesperia leonardus,2020.0,2024.0,3
Liatris scariosa,Hylephila phyleus,2025.0,2025.0,1
Liatris scariosa,Limenitis archippus,2025.0,2025.0,1
Liatris scariosa,Limnophora narona,,,0
Liatris scariosa,Lon zabulon,2022.0,2024.0,3
Liatris scariosa,Megachile latimanus,2025.0,2025.0,2
Liatris scariosa,Melissodes agilis,,,0
Liatris scariosa,Mordellistena comata,,,0
Liatris scariosa,Morellia micans,,,0
Liatris scariosa,Noctua pronuba,2023.0,2023.0,1
Liatris scariosa,Nomada integerrima,,,0
Liatris scariosa,Papilio troilus,2024.0,2024.0,1
Liatris scariosa,Pseudopanurgus labrosus,,,0
Liatris scariosa,Sphaerophoria contigua,2022.0,2022.0,1
Liatris scariosa,Toxomerus marginatus,2025.0,2025.0,1
Liatris scariosa,Triepeolus cressonii,,,0
Liatris scariosa,Triepeolus helianthi,,,0
Liatris scariosa,Typocerus lugubris,,,0
Liatris scariosa,Vanessa virginiensis,2022.0,2022.0,2
Liatris scariosa,Xylocopa virginica,2022.0,2025.0,4
Liatris scariosa,Zethus spinipes,,,0
Liatris spicata,Agapostemon splendens,2016.0,2020.0,5
Liatris spicata,Agapostemon virescens,2021.0,2023.0,6
Liatris spicata,Aglais milberti,2018.0,2018.0,2
Liatris spicata,Anthidiellum notatum,2020.0,2020.0,1
Liatris spicata,Anthidium manicatum,2022.0,2023.0,3
Liatris spicata,Apis mellifera,2017.0,2025.0,18
Liatris spicata,Archilochus colubris,2023.0,2023.0,1
Liatris spicata,Autographa precationis,2021.0,2021.0,1
Liatris spicata,Battus philenor,2017.0,2019.0,2
Liatris spicata,Bombus,2020.0,2021.0,3
Liatris spicata,Bombus affinis,2016.0,2025.0,15
Liatris spicata,Bombus auricomus,2022.0,2022.0,1
Liatris spicata,Bombus bimaculatus,2016.0,2025.0,70
Liatris spicata,Bombus borealis,2015.0,2015.0,1
Liatris spicata,Bombus citrinus,2019.0,2021.0,25
Liatris spicata,Bombus fervidus,2019.0,2023.0,6
Liatris spicata,Bombus flavidus,2024.0,2024.0,1
Liatris spicata,Bombus fraternus,2020.0,2020.0,1
Liatris spicata,Bombus griseocollis,2015.0,2025.0,110
Liatris spicata,Bombus huntii,2024.0,2025.0,4
Liatris spicata,Bombus impatiens,2020.0,2025.0,32
Liatris spicata,Bombus melanopygus,2016.0,2016.0,1
Liatris spicata,Bombus pensylvanicus,2017.0,2025.0,3
Liatris spicata,Bombus perplexus,2019.0,2025.0,25
Liatris spicata,Bombus ternarius,2016.0,2024.0,4
Liatris spicata,Bombus terricola,2023.0,2024.0,4
Liatris spicata,Bombus vagans,2022.0,2022.0,1
Liatris spicata,Bombus vosnesenskii,2018.0,2018.0,1
Liatris spicata,Cecropterus lyciades,2022.0,2022.0,1
Liatris spicata,Ceratina mikmaqi,2025.0,2025.0,2
Liatris spicata,Cercyonis pegala,2019.0,2021.0,4
Liatris spicata,Chauliognathus pensylvanicus,2022.0,2022.0,1
Liatris spicata,Coelioxys octodentatus,2020.0,2020.0,1
Liatris spicata,Colias philodice,2015.0,2015.0,1
Liatris spicata,Ctenucha virginica,2024.0,2024.0,1
Liatris spicata,Danaus plexippus,2014.0,2025.0,27
Liatris spicata,Dione vanillae,2020.0,2025.0,5
Liatris spicata,Epargyreus clarus,2011.0,2025.0,20
Liatris spicata,Eristalis arbustorum,2023.0,2023.0,2
Liatris spicata,Eristalis flavipes,2020.0,2020.0,1
Liatris spicata,Eristalis tenax,2019.0,2025.0,4
Liatris spicata,Erynnis baptisiae,2019.0,2022.0,2
Liatris spicata,Erynnis horatius,2013.0,2025.0,3
Liatris spicata,Erynnis zarucco,2020.0,2020.0,1
Liatris spicata,Euglossa dilemma,2020.0,2020.0,1
Liatris spicata,Eumenes fraternus,2024.0,2024.0,1
Liatris spicata,Euodynerus hidalgo,2020.0,2024.0,2
Liatris spicata,Euphyes berryi,2023.0,2023.0,2
Liatris spicata,Euphyes pilatka,2025.0,2025.0,1
Liatris spicata,Euphyes vestris,2014.0,2022.0,2
Liatris spicata,Euptoieta claudia,2021.0,2021.0,1
Liatris spicata,Eutrapela clemataria,2023.0,2023.0,1
Liatris spicata,Glipa oculata,2024.0,2024.0,1
Liatris spicata,Halictus ligatus,2020.0,2024.0,28
Liatris spicata,Halictus rubicundus,2021.0,2021.0,1
Liatris spicata,Hemaris diffinis,2014.0,2024.0,3
Liatris spicata,Hemaris thysbe,2015.0,2024.0,10
Liatris spicata,Hypocritanus fascipennis,2022.0,2025.0,2
Liatris spicata,Junonia coenia,2020.0,2020.0,1
Liatris spicata,Limenitis archippus,2023.0,2023.0,1
Liatris spicata,Lon zabulon,2020.0,2020.0,1
Liatris spicata,Megachile latimanus,2022.0,2022.0,1
Liatris spicata,Megachile montivaga,2020.0,2020.0,1
Liatris spicata,Megachile pugnata,2021.0,2021.0,2
Liatris spicata,Megachile sculpturalis,2015.0,2024.0,5
Liatris spicata,Megachile texana,2020.0,2020.0,1
Liatris spicata,Melissodes bimaculatus,2019.0,2024.0,3
Liatris spicata,Oligoria maculata,2020.0,2020.0,2
Liatris spicata,Papilio cresphontes,2016.0,2025.0,4
Liatris spicata,Papilio glaucus,2016.0,2025.0,17
Liatris spicata,Papilio palamedes,2025.0,2025.0,3
Liatris spicata,Papilio polyxenes,2015.0,2025.0,11
Liatris spicata,Papilio troilus,2020.0,2023.0,6
Liatris spicata,Philanthus gibbosus,2024.0,2024.0,1
Liatris spicata,Phoebis sennae,2023.0,2025.0,2
Liatris spicata,Physocephala tibialis,2020.0,2020.0,1
Liatris spicata,Pieris rapae,2018.0,2024.0,38
Liatris spicata,Poanes viator,2020.0,2020.0,1
Liatris spicata,Polistes dominula,2023.0,2023.0,1
Liatris spicata,Polistes fuscatus,2022.0,2022.0,1
Liatris spicata,Polites themistocles,2019.0,2019.0,2
Liatris spicata,Problema byssus,2025.0,2025.0,1
Liatris spicata,Protographium marcellus,2019.0,2019.0,1
Liatris spicata,Pseudomyrmex gracilis,2020.0,2020.0,1
Liatris spicata,Pyrausta bicoloralis,2024.0,2024.0,1
Liatris spicata,Schinia trifascia,2013.0,2013.0,1
Liatris spicata,Spilomyia longicornis,2022.0,2022.0,2
Liatris spicata,Strymon melinus,2024.0,2024.0,2
Liatris spicata,Stylogaster neglecta,2022.0,2022.0,1
Liatris spicata,Syntomeida epilais,2025.0,2025.0,1
Liatris spicata,Syntomeida ipomoeae,2020.0,2020.0,1
Liatris spicata,Toxomerus geminatus,2021.0,2022.0,2
Liatris spicata,Vanessa atalanta,2019.0,2022.0,2
Liatris spicata,Vanessa cardui,2017.0,2020.0,2
Liatris spicata,Vanessa virginiensis,2019.0,2024.0,5
Liatris spicata,Vernia verna,2013.0,2020.0,2
Liatris spicata,Wallengrenia egeremet,2020.0,2025.0,7
Liatris spicata,Wallengrenia otho,2021.0,2021.0,1
Liatris spicata,Xylocopa micans,2020.0,2020.0,2
Liatris spicata,Xylocopa virginica,2016.0,2024.0,12
Liatris squarrulosa,Battus philenor,2024.0,2024.0,1
Liatris squarrulosa,Bombus impatiens,2024.0,2024.0,1
Liatris squarrulosa,Danaus plexippus,2024.0,2024.0,3
Liatris squarrulosa,Dione vanillae,2021.0,2021.0,1
Liatris squarrulosa,Lerema accius,2024.0,2024.0,1
Liatris squarrulosa,Panoquina ocola,2024.0,2024.0,1
Liatris squarrulosa,Problema byssus,2023.0,2023.0,1
Liatris squarrulosa,Urbanus proteus,2024.0,2024.0,2
Liatris tenuifolia,Agapostemon splendens,2018.0,2018.0,1
Liatris tenuifolia,Bombus fraternus,2022.0,2024.0,4
Liatris tenuifolia,Colletes longifacies,2021.0,2025.0,4
Liatris tenuifolia,Xylocopa virginica,2019.0,2019.0,1
Ligusticum grayi,Bombus bifarius,2019.0,2024.0,12
Ligusticum grayi,Bombus mixtus,2023.0,2024.0,6
Ligusticum grayi,Bombus vosnesenskii,2024.0,2024.0,1
Ligusticum grayi,Papilio zelicaon,2022.0,2022.0,1
Ligustrum japonicum,Apis mellifera,2023.0,2026.0,12
Ligustrum japonicum,Atlides halesus,2026.0,2026.0,2
Ligustrum japonicum,Battus philenor,2023.0,2023.0,1
Ligustrum japonicum,Bombus bimaculatus,2023.0,2023.0,8
Ligustrum japonicum,Bombus griseocollis,2023.0,2023.0,2
Ligustrum japonicum,Bombus impatiens,2023.0,2024.0,3
Ligustrum japonicum,Calycopis cecrops,2023.0,2023.0,4
Ligustrum japonicum,Chauliognathus marginatus,2025.0,2026.0,4
Ligustrum japonicum,Dahana atripennis,2024.0,2024.0,2
Ligustrum japonicum,Enyo lugubris,2023.0,2023.0,2
Ligustrum japonicum,Erynnis horatius,2023.0,2023.0,2
Ligustrum japonicum,Junonia coenia,2024.0,2024.0,2
Ligustrum japonicum,Lasioglossum reticulatum,2024.0,2024.0,1
Ligustrum japonicum,Papilio cresphontes,2023.0,2023.0,2
Ligustrum japonicum,Papilio glaucus,2024.0,2025.0,3
Ligustrum japonicum,Vanessa atalanta,2023.0,2023.0,2
Ligustrum japonicum,Xylocopa micans,2023.0,2023.0,2
Ligustrum japonicum,Xylocopa virginica,2023.0,2024.0,6
Ligustrum lucidum,Allograpta obliqua,2022.0,2022.0,1
Ligustrum lucidum,Apis mellifera,2024.0,2024.0,1
Ligustrum lucidum,Bombus impatiens,2024.0,2024.0,1
Ligustrum obtusifolium,Analeptura lineola,2022.0,2022.0,2
Ligustrum obtusifolium,Ancyloxypha numitor,2024.0,2024.0,1
Ligustrum obtusifolium,Anthrenus verbasci,2022.0,2022.0,2
Ligustrum obtusifolium,Apis mellifera,2022.0,2025.0,2
Ligustrum obtusifolium,Archilochus colubris,2021.0,2021.0,1
Ligustrum obtusifolium,Bombus bimaculatus,2020.0,2025.0,9
Ligustrum obtusifolium,Bombus flavifrons,2021.0,2021.0,3
Ligustrum obtusifolium,Bombus griseocollis,2021.0,2025.0,5
Ligustrum obtusifolium,Bombus impatiens,2020.0,2022.0,2
Ligustrum obtusifolium,Bombus mixtus,2021.0,2021.0,1
Ligustrum obtusifolium,Bombus perplexus,2020.0,2020.0,1
Ligustrum obtusifolium,Bombus sitkensis,2021.0,2021.0,2
Ligustrum obtusifolium,Camponotus nearcticus,2022.0,2022.0,1
Ligustrum obtusifolium,Chauliognathus marginatus,2021.0,2022.0,2
Ligustrum obtusifolium,Chrysopilus proximus,2024.0,2024.0,1
Ligustrum obtusifolium,Chymomyza amoena,2023.0,2023.0,1
Ligustrum obtusifolium,Epargyreus clarus,2020.0,2020.0,1
Ligustrum obtusifolium,Euptychia cymela,2021.0,2021.0,1
