plant,pollinator,first_year,last_year,n_dated
Achillea millefolium,Cosmosalia chrysocoma,2009.0,2010.0,7
Achillea millefolium,Cryptorhopalum apicale,2024.0,2024.0,1
Achillea millefolium,Cryptorhopalum haemorrhoidale,,,0
Achillea millefolium,Ctenucha virginica,2010.0,2024.0,15
Achillea millefolium,Cyaniris neglecta,2017.0,2025.0,3
Achillea millefolium,Cycloneda sanguinea,2024.0,2024.0,1
Achillea millefolium,Danaus plexippus,2020.0,2025.0,7
Achillea millefolium,Dejongia lobidactylus,2021.0,2023.0,4
Achillea millefolium,Desmia funeralis,2020.0,2020.0,1
Achillea millefolium,Diabrotica undecimpunctata,2019.0,2025.0,8
Achillea millefolium,Dianthidium subparvum,2023.0,2025.0,4
Achillea millefolium,Dione vanillae,2021.0,2021.0,1
Achillea millefolium,Dolichovespula arenaria,2019.0,2019.0,1
Achillea millefolium,Ectemnius arcuatus,2014.0,2014.0,1
Achillea millefolium,Ectemnius decemmaculatus,2019.0,2019.0,1
Achillea millefolium,Ectemnius maculosus,2023.0,2024.0,3
Achillea millefolium,Efferia aestuans,2023.0,2023.0,1
Achillea millefolium,Entypus unifasciatus,2022.0,2022.0,1
Achillea millefolium,Epargyreus clarus,2021.0,2025.0,8
Achillea millefolium,Epeolus compactus,2009.0,2025.0,4
Achillea millefolium,Epeolus minimus,2012.0,2012.0,1
Achillea millefolium,Epicauta puncticollis,2022.0,2022.0,2
Achillea millefolium,Epistrophe grossulariae,2022.0,2024.0,2
Achillea millefolium,Episyron biguttatus,2020.0,2020.0,2
Achillea millefolium,Eremnophila aureonotata,2018.0,2023.0,4
Achillea millefolium,Eresia aveyrona,2014.0,2024.0,9
Achillea millefolium,Eristalinus aeneus,2019.0,2025.0,10
Achillea millefolium,Eristalis arbustorum,2007.0,2025.0,72
Achillea millefolium,Eristalis dimidiata,2010.0,2024.0,9
Achillea millefolium,Eristalis flavipes,2021.0,2024.0,5
Achillea millefolium,Eristalis hirta,2017.0,2023.0,2
Achillea millefolium,Eristalis nemorum,2021.0,2022.0,2
Achillea millefolium,Eristalis stipator,2015.0,2024.0,6
Achillea millefolium,Eristalis tenax,2014.0,2025.0,24
Achillea millefolium,Eristalis transversa,2010.0,2025.0,20
Achillea millefolium,Erynnis baptisiae,2013.0,2013.0,1
Achillea millefolium,Erynnis horatius,2024.0,2024.0,1
Achillea millefolium,Erynnis tristis,2024.0,2024.0,1
Achillea millefolium,Etorofus obliteratus,2024.0,2024.0,1
Achillea millefolium,Eucera hamata,2024.0,2024.0,1
Achillea millefolium,Eucerceris provancheri,2021.0,2021.0,2
Achillea millefolium,Euderces picipes,2020.0,2020.0,1
Achillea millefolium,Eugnoriste occidentalis,,,0
Achillea millefolium,Eumenes fraternus,2014.0,2023.0,3
Achillea millefolium,Euodynerus annulatus,2020.0,2021.0,2
Achillea millefolium,Euodynerus foraminatus,2021.0,2024.0,5
Achillea millefolium,Euodynerus hidalgo,2013.0,2025.0,13
Achillea millefolium,Euodynerus pratensis,2024.0,2024.0,2
Achillea millefolium,Eupeodes americanus,2023.0,2023.0,2
Achillea millefolium,Eupeodes fumipennis,2024.0,2024.0,3
Achillea millefolium,Eupeodes volucris,2010.0,2025.0,5
Achillea millefolium,Euphydryas phaeton,2008.0,2023.0,4
Achillea millefolium,Euphyes conspicua,2012.0,2012.0,1
Achillea millefolium,Euphyes dion,2015.0,2015.0,1
Achillea millefolium,Euphyes vestris,2021.0,2025.0,2
Achillea millefolium,Feltia herilis,2019.0,2019.0,1
Achillea millefolium,Geron calvus,2020.0,2020.0,1
Achillea millefolium,Gibbobruchus mimus,2022.0,2022.0,4
Achillea millefolium,Gillmeria pallidactyla,2012.0,2025.0,27
Achillea millefolium,Gnathacmaeops pratensis,2022.0,2025.0,2
Achillea millefolium,Gnophaela vermiculata,2022.0,2022.0,1
Achillea millefolium,Halictus confusus,2010.0,2023.0,12
Achillea millefolium,Halictus farinosus,2010.0,2025.0,9
Achillea millefolium,Halictus ligatus,2004.0,2025.0,184
Achillea millefolium,Halictus poeyi,2023.0,2024.0,2
Achillea millefolium,Halictus rubicundus,2009.0,2025.0,33
Achillea millefolium,Halictus tripartitus,2010.0,2023.0,12
Achillea millefolium,Haploa confusa,2022.0,2022.0,1
Achillea millefolium,Haploa reversa,2014.0,2014.0,1
Achillea millefolium,Harmonia axyridis,2020.0,2025.0,12
Achillea millefolium,Harrisina americana,2015.0,2025.0,41
Achillea millefolium,Hedone vibex,2025.0,2025.0,1
Achillea millefolium,Hedriodiscus binotatus,2023.0,2023.0,1
Achillea millefolium,Hedychrum violaceum,2020.0,2020.0,1
Achillea millefolium,Heliothis phloxiphaga,2017.0,2017.0,1
Achillea millefolium,Heliothodes diminutiva,2018.0,2023.0,6
Achillea millefolium,Helophilus fasciatus,2022.0,2022.0,1
Achillea millefolium,Helophilus latifrons,2023.0,2023.0,1
Achillea millefolium,Hemaris thetis,2021.0,2021.0,1
Achillea millefolium,Hemileuca eglanterina,2025.0,2025.0,1
Achillea millefolium,Hemipenthes morioides,2014.0,2014.0,1
Achillea millefolium,Hemipenthes seminiger,2010.0,2010.0,1
Achillea millefolium,Hemipenthes sinuosus,2014.0,2015.0,3
Achillea millefolium,Heriades carinata,2009.0,2022.0,3
Achillea millefolium,Hesperia juba,2024.0,2024.0,1
Achillea millefolium,Hippodamia convergens,2021.0,2026.0,13
Achillea millefolium,Hippodamia tredecimpunctata,2024.0,2024.0,1
Achillea millefolium,Hippodamia variegata,2022.0,2022.0,1
Achillea millefolium,Holcopasites calliopsidis,2019.0,2023.0,6
Achillea millefolium,Hoplitis fulgida,2024.0,2024.0,1
Achillea millefolium,Hoplitis producta,2021.0,2021.0,1
Achillea millefolium,Hoshihananomia octopunctata,2023.0,2023.0,1
Achillea millefolium,Hylaeus affinis,2013.0,2013.0,1
Achillea millefolium,Hylaeus basalis,2024.0,2024.0,2
Achillea millefolium,Hylaeus leptocephalus,2014.0,2022.0,5
Achillea millefolium,Hylaeus modestus,2009.0,2024.0,9
Achillea millefolium,Hylaeus nelumbonis,2024.0,2024.0,1
Achillea millefolium,Hylaeus punctatus,2016.0,2016.0,1
Achillea millefolium,Hylaeus rudbeckiae,2010.0,2010.0,1
Achillea millefolium,Hylephila phyleus,2016.0,2024.0,3
Achillea millefolium,Icaricia acmon,2021.0,2025.0,5
Achillea millefolium,Icaricia icarioides,2025.0,2025.0,1
Achillea millefolium,Icaricia saepiolus,2013.0,2013.0,1
Achillea millefolium,Incisalia irioides,2024.0,2024.0,1
Achillea millefolium,Incisalia niphon,2014.0,2023.0,5
Achillea millefolium,Ischnus inquisitorius,2021.0,2021.0,1
Achillea millefolium,Isodontia auripes,2024.0,2024.0,1
Achillea millefolium,Isodontia elegans,2008.0,2008.0,2
Achillea millefolium,Isodontia mexicana,2018.0,2021.0,5
Achillea millefolium,Judolia cordifera,2014.0,2025.0,14
Achillea millefolium,Judolia montivagans,2022.0,2023.0,2
Achillea millefolium,Junonia coenia,2018.0,2024.0,2
Achillea millefolium,Junonia grisea,2018.0,2023.0,7
Achillea millefolium,Labidomera clivicollis,2021.0,2021.0,1
Achillea millefolium,Lapposyrphus aberrantis,2014.0,2014.0,1
Achillea millefolium,Lapposyrphus lapponicus,2014.0,2014.0,1
Achillea millefolium,Larinus obtusus,2021.0,2025.0,4
Achillea millefolium,Lasioglossum albipenne,2010.0,2014.0,7
Achillea millefolium,Lasioglossum cinctipes,,,0
Achillea millefolium,Lasioglossum coeruleum,2023.0,2023.0,1
Achillea millefolium,Lasioglossum cressonii,2009.0,2014.0,12
Achillea millefolium,Lasioglossum dashwoodi,2010.0,2010.0,1
Achillea millefolium,Lasioglossum illinoense,,,0
Achillea millefolium,Lasioglossum imitatum,2021.0,2024.0,2
Achillea millefolium,Lasioglossum incompletum,2017.0,2022.0,6
Achillea millefolium,Lasioglossum laevissimum,2012.0,2012.0,1
Achillea millefolium,Lasioglossum lusorium,2024.0,2024.0,1
Achillea millefolium,Lasioglossum mellipes,2010.0,2010.0,1
Achillea millefolium,Lasioglossum nevadense,2009.0,2017.0,4
Achillea millefolium,Lasioglossum nigroviride,2014.0,2015.0,3
Achillea millefolium,Lasioglossum paraforbesii,2015.0,2015.0,1
Achillea millefolium,Lasioglossum pectinatum,,,0
Achillea millefolium,Lasioglossum pectorale,2021.0,2021.0,1
Achillea millefolium,Lasioglossum pruinosum,2010.0,2010.0,4
Achillea millefolium,Lasioglossum sedi,2022.0,2022.0,2
Achillea millefolium,Lasioglossum sisymbrii,2010.0,2025.0,9
Achillea millefolium,Lasioglossum titusi,2021.0,2022.0,2
Achillea millefolium,Lasioglossum vierecki,2021.0,2025.0,6
Achillea millefolium,Lasioglossum zonulum,2016.0,2016.0,3
Achillea millefolium,Lestica producticollis,2024.0,2024.0,1
Achillea millefolium,Leucospis affinis,2021.0,2023.0,3
Achillea millefolium,Libytheana carinenta,2019.0,2019.0,3
Achillea millefolium,Limenitis archippus,2021.0,2021.0,1
Achillea millefolium,Limenitis arthemis,2018.0,2023.0,4
Achillea millefolium,Limenitis bredowii,2017.0,2017.0,1
Achillea millefolium,Limenitis weidemeyerii,2014.0,2014.0,1
Achillea millefolium,Lispe albitarsis,,,0
Achillea millefolium,Lon hobomok,2023.0,2023.0,1
Achillea millefolium,Lon melane,2020.0,2026.0,2
Achillea millefolium,Lon zabulon,2024.0,2024.0,1
Achillea millefolium,Lucilia sericata,2020.0,2025.0,6
Achillea millefolium,Luperaltica nigripalpis,2018.0,2018.0,2
Achillea millefolium,Lycaena cupreus,2012.0,2022.0,2
Achillea millefolium,Lycaena hypophlaeas,2010.0,2025.0,37
Achillea millefolium,Lycomorpha pholus,2018.0,2025.0,7
Achillea millefolium,Macrosiagon dimidiata,2023.0,2025.0,3
Achillea millefolium,Macrosiagon flavipennis,2022.0,2022.0,1
Achillea millefolium,Malachius aeneus,2020.0,2020.0,1
Achillea millefolium,Manduca rustica,2018.0,2018.0,2
Achillea millefolium,Megachile fidelis,2022.0,2022.0,1
Achillea millefolium,Megachile frigida,2022.0,2022.0,1
Achillea millefolium,Megachile latimanus,2023.0,2025.0,3
Achillea millefolium,Megachile melanophaea,2024.0,2024.0,1
Achillea millefolium,Megachile montivaga,2010.0,2010.0,1
Achillea millefolium,Megachile parallela,2022.0,2022.0,1
Achillea millefolium,Megachile perihirta,2010.0,2025.0,12
Achillea millefolium,Megachile pugnata,2014.0,2022.0,6
Achillea millefolium,Megachile relativa,2014.0,2020.0,2
Achillea millefolium,Megachile rotundata,2021.0,2021.0,1
Achillea millefolium,Megachile xylocopoides,2018.0,2020.0,2
Achillea millefolium,Megapenthes caprella,2025.0,2025.0,1
Achillea millefolium,Meliscaeva cinctella,2024.0,2025.0,3
Achillea millefolium,Melissodes bimaculatus,2024.0,2024.0,1
Achillea millefolium,Merodon equestris,2023.0,2023.0,2
Achillea millefolium,Milesia virginiensis,2005.0,2019.0,2
Achillea millefolium,Mischocyttarus flavitarsis,2021.0,2021.0,1
Achillea millefolium,Mitoura gryneus,2018.0,2024.0,13
Achillea millefolium,Monobia quadridens,2018.0,2022.0,4
Achillea millefolium,Myathropa florea,2024.0,2025.0,3
Achillea millefolium,Mydas clavatus,2020.0,2024.0,4
Achillea millefolium,Myzinum quinquecinctum,2021.0,2021.0,2
Achillea millefolium,Nausigaster unimaculata,2019.0,2019.0,1
Achillea millefolium,Nemognatha nemorensis,2016.0,2021.0,2
Achillea millefolium,Nemognatha scutellaris,2026.0,2026.0,2
Achillea millefolium,Neophasia menapia,2011.0,2022.0,2
Achillea millefolium,Neorhynchocephalus sackenii,2010.0,2010.0,9
Achillea millefolium,Neotephritis finalis,2024.0,2024.0,1
Achillea millefolium,Nomada cressonii,,,0
Achillea millefolium,Nomada erigeronis,2015.0,2015.0,1
Achillea millefolium,Nomophila nearctica,2024.0,2024.0,1
Achillea millefolium,Nymphalis antiopa,2020.0,2020.0,1
Achillea millefolium,Occidryas colon,2012.0,2025.0,7
Achillea millefolium,Occidryas editha,2016.0,2023.0,7
Achillea millefolium,Ochlodes sylvanoides,2018.0,2018.0,1
Achillea millefolium,Odontocorynus salebrosus,2015.0,2023.0,4
Achillea millefolium,Odontocorynus umbellae,2020.0,2025.0,8
Achillea millefolium,Odontopus calceatus,2022.0,2022.0,2
Achillea millefolium,Oestodes tenuicollis,2018.0,2018.0,1
Achillea millefolium,Orphilus subnitidus,2021.0,2021.0,1
Achillea millefolium,Orthonevra nitida,2023.0,2023.0,1
Achillea millefolium,Osmia californica,2010.0,2010.0,1
Achillea millefolium,Osmia coloradensis,2009.0,2024.0,5
Achillea millefolium,Osmia lignaria,2014.0,2014.0,1
Achillea millefolium,Osmia montana,2024.0,2024.0,1
Achillea millefolium,Osmia trevoris,2021.0,2021.0,1
Achillea millefolium,Oxybelus bipunctatus,2023.0,2023.0,1
Achillea millefolium,Oxybelus niger,2021.0,2021.0,2
Achillea millefolium,Oxybelus uniglumis,2024.0,2025.0,2
Achillea millefolium,Palpada mexicana,2021.0,2021.0,1
Achillea millefolium,Panoquina panoquin,2016.0,2016.0,1
Achillea millefolium,Papilio canadensis,2019.0,2019.0,1
Achillea millefolium,Papilio cresphontes,2023.0,2023.0,1
Achillea millefolium,Papilio eurymedon,2025.0,2025.0,2
Achillea millefolium,Papilio indra,2020.0,2020.0,1
Achillea millefolium,Papilio polyxenes,2020.0,2021.0,2
Achillea millefolium,Papilio rutulus,2022.0,2022.0,1
Achillea millefolium,Paradejeania rutilioides,2018.0,2020.0,2
Achillea millefolium,Paragus haemorrhous,2014.0,2026.0,12
Achillea millefolium,Parancistrocerus leionotus,2020.0,2020.0,1
Achillea millefolium,Parancistrocerus pedestris,2021.0,2021.0,1
Achillea millefolium,Parancistrocerus pensylvanicus,2023.0,2023.0,1
Achillea millefolium,Parancistrocerus perennis,2006.0,2024.0,3
Achillea millefolium,Parhelophilus divisus,,,0
Achillea millefolium,Parnassius clodius,2015.0,2017.0,2
Achillea millefolium,Parnassius smintheus,2014.0,2014.0,1
Achillea millefolium,Parrhasius m-album,2015.0,2024.0,6
Achillea millefolium,Pelidnota punctata,2021.0,2021.0,1
Achillea millefolium,Phasia aurulans,2022.0,2022.0,1
Achillea millefolium,Philanthus bilunatus,2020.0,2025.0,14
Achillea millefolium,Philanthus crabroniformis,2021.0,2025.0,11
Achillea millefolium,Philanthus gibbosus,2017.0,2025.0,19
Achillea millefolium,Philanthus multimaculatus,2025.0,2025.0,2
Achillea millefolium,Philanthus pacificus,2019.0,2019.0,1
Achillea millefolium,Philanthus politus,2020.0,2024.0,3
Achillea millefolium,Philanthus sanbornii,2017.0,2017.0,1
Achillea millefolium,Philanthus solivagus,2021.0,2021.0,1
Achillea millefolium,Philanthus ventilabris,2021.0,2025.0,13
Achillea millefolium,Phyciodes tharos,2003.0,2025.0,16
Achillea millefolium,Pidonia ruficollis,2024.0,2024.0,1
Achillea millefolium,Pieris rapae,2021.0,2023.0,8
Achillea millefolium,Plebejus fridayi,2018.0,2018.0,1
Achillea millefolium,Plebejus samuelis,2024.0,2025.0,6
Achillea millefolium,Poecilanthrax tegminipennis,2012.0,2012.0,1
Achillea millefolium,Polemius laticornis,2018.0,2020.0,2
Achillea millefolium,Polistes dominula,2008.0,2025.0,21
Achillea millefolium,Polistes dorsalis,2024.0,2026.0,2
Achillea millefolium,Polistes exclamans,2025.0,2025.0,1
Achillea millefolium,Polistes fuscatus,2018.0,2024.0,12
Achillea millefolium,Polistes metricus,2022.0,2022.0,1
Achillea millefolium,Polites themistocles,2025.0,2025.0,1
Achillea millefolium,Pollenia rudis,2017.0,2017.0,1
Achillea millefolium,Polygonia comma,2023.0,2023.0,1
Achillea millefolium,Pontia beckerii,2025.0,2025.0,3
Achillea millefolium,Pontia protodice,2008.0,2023.0,7
Achillea millefolium,Popillia japonica,2023.0,2025.0,3
Achillea millefolium,Prionyx atratus,,,0
Achillea millefolium,Propylaea quatuordecimpunctata,2022.0,2024.0,2
Achillea millefolium,Pseudobaris nigrina,2022.0,2022.0,1
Achillea millefolium,Pseudodynerus quadrisectus,2022.0,2022.0,1
Achillea millefolium,Pseudomalus auratus,2022.0,2022.0,2
Achillea millefolium,Psorophora ferox,2023.0,2023.0,1
Achillea millefolium,Pyrausta californicalis,2018.0,2018.0,1
Achillea millefolium,Pyrausta orphisalis,2004.0,2024.0,3
Achillea millefolium,Pyrausta pseuderosnealis,2024.0,2024.0,1
Achillea millefolium,Pyrausta semirubralis,2018.0,2018.0,1
Achillea millefolium,Pyrausta signatalis,2019.0,2019.0,1
Achillea millefolium,Pyrgus ruralis,2024.0,2024.0,1
Achillea millefolium,Rhagonycha fulva,2022.0,2024.0,3
Achillea millefolium,Rhynchalastor blandus,2021.0,2021.0,1
Achillea millefolium,Ripiphorus fasciatus,2024.0,2024.0,3
Achillea millefolium,Sapyga louisi,2021.0,2024.0,3
Achillea millefolium,Satyrium alcestis,2024.0,2024.0,1
Achillea millefolium,Satyrium behrii,2007.0,2025.0,5
Achillea millefolium,Satyrium calanus,2016.0,2024.0,13
Achillea millefolium,Satyrium edwardsii,2002.0,2019.0,3
Achillea millefolium,Satyrium liparops,2007.0,2022.0,4
Achillea millefolium,Scathophaga stercoraria,2023.0,2023.0,1
Achillea millefolium,Sceliphron caementarium,2021.0,2025.0,2
Achillea millefolium,Scelolyperus varipes,2024.0,2024.0,1
Achillea millefolium,Schreckensteinia erythriella,2023.0,2023.0,1
Achillea millefolium,Scolia dubia,2024.0,2024.0,1
Achillea millefolium,Scolia nobilitata,2015.0,2025.0,18
Achillea millefolium,Sericomyia chalcopyga,2024.0,2024.0,1
Achillea millefolium,Sericomyia chrysotoxoides,2021.0,2021.0,1
Achillea millefolium,Sericomyia lata,2009.0,2018.0,2
Achillea millefolium,Sitochroa palealis,2019.0,2019.0,1
Achillea millefolium,Sphaerophoria contigua,2010.0,2024.0,12
Achillea millefolium,Sphaerophoria sulphuripes,2010.0,2025.0,4
Achillea millefolium,Sphex ichneumoneus,2005.0,2023.0,6
Achillea millefolium,Sphex lucae,2017.0,2017.0,2
Achillea millefolium,Spilomyia fusca,2015.0,2015.0,1
Achillea millefolium,Spilomyia longicornis,2018.0,2023.0,2
Achillea millefolium,Stelis lateralis,2024.0,2024.0,2
Achillea millefolium,Stelis laticincta,2021.0,2021.0,1
Achillea millefolium,Stenostrophia tribalteata,2018.0,2018.0,1
Achillea millefolium,Stonemyia rasa,2022.0,2022.0,1
Achillea millefolium,Stonemyia tranquilla,2019.0,2019.0,1
Achillea millefolium,Strangalepta abbreviata,2016.0,2024.0,5
Achillea millefolium,Strangalia famelica,2020.0,2023.0,2
Achillea millefolium,Strymon acadica,2006.0,2021.0,6
Achillea millefolium,Strymon melinus,2013.0,2026.0,23
Achillea millefolium,Strymon saepium,2018.0,2021.0,2
Achillea millefolium,Strymon sylvinus,2011.0,2025.0,2
Achillea millefolium,Synanthedon acerrubri,2020.0,2020.0,1
Achillea millefolium,Synanthedon albicornis,,,0
Achillea millefolium,Synanthedon bibionipennis,2017.0,2024.0,7
Achillea millefolium,Synanthedon pictipes,2023.0,2023.0,2
Achillea millefolium,Synanthedon polygoni,2017.0,2025.0,3
Achillea millefolium,Synanthedon scitula,2020.0,2022.0,5
Achillea millefolium,Synchlora aerata,2024.0,2025.0,2
Achillea millefolium,Syritta flaviventris,2022.0,2023.0,4
Achillea millefolium,Syritta pipiens,2012.0,2025.0,68
Achillea millefolium,Syrphus opinator,2024.0,2024.0,1
Achillea millefolium,Syrphus rectus,2023.0,2025.0,2
Achillea millefolium,Syrphus torvus,2024.0,2024.0,1
Achillea millefolium,Temnostoma alternans,2024.0,2024.0,1
Achillea millefolium,Terellia occidentalis,,,0
Achillea millefolium,Tetracis cachexiata,2023.0,2023.0,1
Achillea millefolium,Tharsalea editha,2019.0,2024.0,5
Achillea millefolium,Tharsalea epixanthe,2024.0,2024.0,1
Achillea millefolium,Tharsalea gorgon,2021.0,2026.0,3
Achillea millefolium,Tharsalea helloides,2024.0,2026.0,2
Achillea millefolium,Tharsalea hyllus,2021.0,2021.0,1
Achillea millefolium,Tharsalea mariposa,2021.0,2021.0,1
Achillea millefolium,Tharsalea nivalis,2020.0,2020.0,1
Achillea millefolium,Tharsalea rubidus,2015.0,2020.0,6
Achillea millefolium,Tharsalea xanthoides,2008.0,2021.0,3
Achillea millefolium,Thecla tetra,2021.0,2021.0,2
Achillea millefolium,Thevenetimyia luctifera,2024.0,2024.0,1
Achillea millefolium,Thymelicus lineola,2004.0,2025.0,7
Achillea millefolium,Thyris maculata,2012.0,2025.0,6
Achillea millefolium,Toxomerus geminatus,2016.0,2025.0,31
Achillea millefolium,Toxomerus marginatus,2011.0,2025.0,93
Achillea millefolium,Toxomerus occidentalis,2018.0,2024.0,2
Achillea millefolium,Toxophora amphitea,2019.0,2022.0,2
Achillea millefolium,Toxorhina magna,2022.0,2023.0,3
Achillea millefolium,Toxorhynchites rutilus,2022.0,2022.0,1
Achillea millefolium,Trachysida mutabilis,2022.0,2022.0,1
Achillea millefolium,Tremex columba,2021.0,2021.0,1
Achillea millefolium,Trichiotinus assimilis,2018.0,2018.0,1
Achillea millefolium,Trichiotinus lunulatus,2022.0,2022.0,1
Achillea millefolium,Trichodes apivorus,2024.0,2024.0,1
Achillea millefolium,Trichodes ornatus,2009.0,2025.0,33
Achillea millefolium,Trichodezia albovittata,2024.0,2024.0,1
Achillea millefolium,Trichopoda pennipes,2022.0,2022.0,3
Achillea millefolium,Triepeolus donatus,,,0
Achillea millefolium,Triepeolus simplex,,,0
Achillea millefolium,Trigonopeltastes delta,2017.0,2025.0,3
Achillea millefolium,Tropidia quadrata,2015.0,2015.0,1
Achillea millefolium,Typocerus acuticauda,2009.0,2017.0,2
Achillea millefolium,Typocerus sparsus,2025.0,2025.0,1
Achillea millefolium,Typocerus velutinus,2014.0,2024.0,26
Achillea millefolium,Urophora quadrifasciata,2017.0,2020.0,2
Achillea millefolium,Valgus canaliculatus,,,0
Achillea millefolium,Vanessa atalanta,2024.0,2024.0,2
Achillea millefolium,Vanessa cardui,2019.0,2026.0,6
Achillea millefolium,Vanessa virginiensis,2018.0,2023.0,6
Achillea millefolium,Vernia verna,2020.0,2025.0,10
Achillea millefolium,Vespula pensylvanica,2021.0,2023.0,2
Achillea millefolium,Villa fulviana,2014.0,2014.0,1
Achillea millefolium,Villa lateralis,2014.0,2023.0,14
Achillea millefolium,Volucella evecta,2020.0,2020.0,1
Achillea millefolium,Wallengrenia egeremet,2018.0,2024.0,2
Achillea millefolium,Wohlfahrtia vigil,2024.0,2025.0,2
Achillea millefolium,Xestoleptura crassipes,2022.0,2025.0,8
Achillea millefolium,Xylocopa virginica,2022.0,2025.0,5
Achillea millefolium,Zonitis vittigera,2024.0,2024.0,1
Achillea ptarmica,Alypia octomaculata,2023.0,2023.0,2
Achillea ptarmica,Cercyonis pegala,2023.0,2023.0,1
