plant,pollinator
Mentha arvensis,Eucerceris zonata
Mentha arvensis,Exoprosopa fascipennis
Mentha arvensis,Halictus confusus
Mentha arvensis,Helophilus hybridus
Mentha arvensis,Icaricia icarioides
Mentha arvensis,Isodontia apicalis
Mentha arvensis,Lasioglossum zonulum
Mentha arvensis,Lycaena phlaeas
Mentha arvensis,Meliscaeva cinctella
Mentha arvensis,Milesia virginiensis
Mentha arvensis,Myathropa florea
Mentha arvensis,Ochlodes sylvanoides
Mentha arvensis,Paragus haemorrhous
Mentha arvensis,Pararge aegeria
Mentha arvensis,Physoconops brachyrhynchus
Mentha arvensis,Pieris napi
Mentha arvensis,Polites mystic
Mentha arvensis,Polygonia c-album
Mentha arvensis,Polyommatus icarus
Mentha arvensis,Pyrophaena granditarsa
Mentha arvensis,Scathophaga stercoraria
Mentha arvensis,Strymon melinus
Mentha arvensis,Syritta pipiens
Mentha arvensis,Syrphus ribesii
Mentha arvensis,Syrphus torvus
Mentha arvensis,Syrphus vitripennis
Mentha arvensis,Tropidia quadrata
Mentha arvensis,Vanessa atalanta
Mentha arvensis,Xylota segnis
Mentha canadensis,Episyrphus balteatus
Mentha canadensis,Eristalis tenax
Mentha canadensis,Lucilia sericata
Mentha pulegium,Aglais io
Mentha pulegium,Anthidium manicatum
Mentha pulegium,Aricia agestis
Mentha pulegium,Bombus
Mentha pulegium,Eristalinus aeneus
Mentha pulegium,Eristalis tenax
Mentha pulegium,Lucilia sericata
Mentha pulegium,Lycaena phlaeas
Mentha pulegium,Myathropa florea
Mentha pulegium,Paragus haemorrhous
Mentha pulegium,Pieris napi
Mentha pulegium,Polygonia c-album
Mentha pulegium,Polyommatus icarus
Mentha pulegium,Thymelicus lineola
Mentha pulegium,Vanessa atalanta
Mentha pulegium,Vespa velutina
Mentha spicata,Aglais io
Mentha spicata,Aglais urticae
Mentha spicata,Anthocharis cardamines
Mentha spicata,Aricia agestis
Mentha spicata,Bombus lapidarius
Mentha spicata,Celastrina argiolus
Mentha spicata,Episyrphus balteatus
Mentha spicata,Helophilus hybridus
Mentha spicata,Icaricia icarioides
Mentha spicata,Lycaena phlaeas
Mentha spicata,Meliscaeva cinctella
Mentha spicata,Myathropa florea
Mentha spicata,Pararge aegeria
Mentha spicata,Pieris napi
Mentha spicata,Polygonia c-album
Mentha spicata,Polyommatus icarus
Mentha spicata,Pyrophaena granditarsa
Mentha spicata,Syrphus ribesii
Mentha spicata,Syrphus torvus
Mentha spicata,Syrphus vitripennis
Mentha spicata,Vanessa atalanta
Mentha spicata,Xylota segnis
Mentzelia lindleyi,Apis mellifera
Mentzelia micrantha,Habropoda depressa
Menyanthes trifoliata,Apis mellifera
Menyanthes trifoliata,Pieris napi
Mertensia ciliata,Andrena transnigra
Mertensia ciliata,Bombus centralis
Mertensia longiflora,Osmia simillima
Mertensia oblongifolia,Bombus bifarius
Mertensia oblongifolia,Osmia bucephala
Mertensia oblongifolia,Osmia coloradensis
Mertensia virginica,Andrena illini
Mertensia virginica,Anthophora ursina
Mertensia virginica,Augochlorella aurata
Mertensia virginica,Bombus pensylvanicus
Mertensia virginica,Bombus vagans
Mertensia virginica,Eucera atriventris
Mertensia virginica,Eucera dubitata
Mertensia virginica,Hyles lineata
Mertensia virginica,Lasioglossum versatum
Mertensia virginica,Nomada cressonii
Mertensia virginica,Osmia atriventris
Mertensia virginica,Osmia lignaria
Mertensia virginica,Osmia pumila
Mertensia virginica,Rhingia nasica
Mertensia virginica,Teuchocnemis lituratus
Mertensia virginica,Vanessa atalanta
Mesembryanthemum nodiflorum,Syritta pipiens
Micranthes rhomboidea,Erebia epipsodea
Mikania cordifolia,Augochlorella aurata
Mikania cordifolia,Augochloropsis metallica
Mikania cordifolia,Augochloropsis sumptuosa
Mikania cordifolia,Bombus impatiens
Mikania cordifolia,Coelioxys sayi
Mikania cordifolia,Hylaeus graenicheri
Mikania cordifolia,Hylaeus schwarzii
Mikania cordifolia,Lasioglossum nymphale
Mimosa quadrivalvis,Anthidiellum perplexum
Mimosa quadrivalvis,Apis mellifera
Mimosa quadrivalvis,Augochlorella aurata
Mimosa quadrivalvis,Augochloropsis sumptuosa
Mimosa quadrivalvis,Strangalia famelica
Mimosa quadrivalvis,Typocerus velutinus
Mimulus ringens,Bombus fervidus
Mimulus ringens,Bombus griseocollis
Mimulus ringens,Bombus nevadensis
Mimulus ringens,Bombus vagans
Mirabilis longiflora,Manduca quinquemaculatus
Mitchella repens,Bombus ternarius
Mollugo verticillata,Cerceris finitima
Mollugo verticillata,Lasioglossum imitatum
Mollugo verticillata,Lasioglossum tegulare
Mollugo verticillata,Lasioglossum versatum
Mollugo verticillata,Polistes canadensis
Mollugo verticillata,Trichopsomyia apisaon
Momordica charantia,Anartia fatima
Momordica charantia,Anthidiellum notatum
Momordica charantia,Augochlorella aurata
Momordica charantia,Lasioglossum pectorale
Momordica charantia,Megachile mendica
Momordica charantia,Pyrisitia nise
Momordica charantia,Wasmannia auropunctata
Monarda bradburiana,Anthophora terminalis
Monarda bradburiana,Anthophora ursina
Monarda bradburiana,Apis mellifera
Monarda bradburiana,Archilochus colubris
Monarda bradburiana,Augochlora pura
Monarda bradburiana,Augochlorella aurata
Monarda bradburiana,Bombus auricomus
Monarda bradburiana,Bombus impatiens
Monarda bradburiana,Bombus vagans
Monarda bradburiana,Bombylius atriceps
Monarda bradburiana,Ceratina strenua
Monarda bradburiana,Coelioxys sayi
Monarda bradburiana,Eucera rosae
Monarda bradburiana,Heriades variolosa
Monarda bradburiana,Hylaeus modestus
Monarda bradburiana,Lasioglossum coriaceum
Monarda bradburiana,Lasioglossum fuscipenne
Monarda bradburiana,Lasioglossum pectorale
Monarda bradburiana,Lasioglossum versatum
Monarda bradburiana,Megachile mendica
Monarda bradburiana,Osmia bucephala
Monarda bradburiana,Papilio cresphontes
Monarda bradburiana,Speyeria cybele
Monarda bradburiana,Thorybes pylades
Monarda bradburiana,Vanessa virginiensis
Monarda bradburiana,Xylocopa virginica
Monarda citriodora,Archilochus alexandri
Monarda didyma,Ochlodes sylvanoides
Monarda didyma,Phyciodes tharos
Monarda didyma,Sphex pensylvanicus
Monarda didyma,Syritta pipiens
Monarda fistulosa,Agapostemon sericeus
Monarda fistulosa,Asterocampa celtis
Monarda fistulosa,Brachiacantha ursina
Monarda fistulosa,Cecropterus lyciades
Monarda fistulosa,Cercyonis oetus
Monarda fistulosa,Chlosyne gorgone
Monarda fistulosa,Coelioxys rufitarsis
Monarda fistulosa,Erynnis afranius
Monarda fistulosa,Erynnis martialis
Monarda fistulosa,Euptoieta claudia
Monarda fistulosa,Exoprosopa decora
Monarda fistulosa,Exoprosopa fasciata
Monarda fistulosa,Harkenclenus titus
Monarda fistulosa,Hemipenthes sinuosus
Monarda fistulosa,Heriades leavitti
Monarda fistulosa,Hesperia ottoe
Monarda fistulosa,Hesperia pahaska
Monarda fistulosa,Hesperia uncas
Monarda fistulosa,Hesperia viridis
Monarda fistulosa,Lasioglossum versatum
Monarda fistulosa,Limenitis weidemeyerii
Monarda fistulosa,Lycaena rubidus
Monarda fistulosa,Mastor oslari
Monarda fistulosa,Megachile montivaga
Monarda fistulosa,Melissodes agilis
Monarda fistulosa,Melissodes comptoides
Monarda fistulosa,Ochlodes snowi
Monarda fistulosa,Ochlodes sylvanoides
Monarda fistulosa,Papilio multicaudata
Monarda fistulosa,Parnassius smintheus
Monarda fistulosa,Pholisora catullus
Monarda fistulosa,Piruna pirus
Monarda fistulosa,Polites mystic
Monarda fistulosa,Polites origenes
Monarda fistulosa,Polygonia comma
Monarda fistulosa,Pontia protodice
Monarda fistulosa,Satyrium behrii
Monarda fistulosa,Satyrium liparops
Monarda fistulosa,Speyeria aphrodite
Monarda fistulosa,Speyeria callippe
Monarda fistulosa,Speyeria coronis
Monarda fistulosa,Speyeria edwardsii
Monarda fistulosa,Speyeria idalia
Monarda fistulosa,Strymon saepium
Monarda fistulosa,Svastra obliqua
Monarda fistulosa,Systoechus vulgaris
Monarda fistulosa,Thorybes daunus
Monarda fistulosa,Thymelicus lineola
Monarda fistulosa,Trichodes ornatus
Monarda fistulosa,Triepeolus remigatus
Monarda pectinata,Anthophora urbana
Monarda punctata,Anterastria teratophora
Monarda punctata,Bombus
Monardella odoratissima,Icaricia icarioides
Mononeuria caroliniana,Bombylius incanus
Mononeuria caroliniana,Forelius pruinosus
Mononeuria caroliniana,Formica pallidefulva
Mononeuria caroliniana,Lycaena hypophlaeas
Mononeuria glabra,Incisalia irioides
Mononeuria groenlandica,Bombus terricola
Mononeuria groenlandica,Delia platura
Mononeuria groenlandica,Eristalis tenax
Mononeuria groenlandica,Meliscaeva cinctella
Mononeuria groenlandica,Oeneis melissa
Mononeuria groenlandica,Platycheirus obscurus
Mononeuria groenlandica,Scathophaga nigrolimbata
Morella cerifera,Calycopis cecrops
Morinda royoc,Apis mellifera
Morinda royoc,Battus polydamas
Morinda royoc,Dielis dorsata
Murdannia keisak,Paragus haemorrhous
Muscari armeniacum,Bombus hypnorum
Muscari armeniacum,Bombylius major
Muscari armeniacum,Episyrphus balteatus
Muscari armeniacum,Halictus rubicundus
Muscari armeniacum,Papilio machaon
Muscari armeniacum,Pieris rapae
Muscari armeniacum,Vanessa cardui
Muscari botryoides,Bombylius major
Muscari botryoides,Celastrina argiolus
Muscari botryoides,Episyrphus balteatus
Muscari botryoides,Halictus rubicundus
Muscari botryoides,Vanessa cardui
Muscari neglectum,Colias croceus
Muscari neglectum,Episyrphus balteatus
Muscari neglectum,Eristalis tenax
Muscari neglectum,Halictus rubicundus
Muscari neglectum,Vanessa cardui
Musineon divaricatum,Colias eurytheme
Musineon divaricatum,Yvretta rhesus
Myoporum laetum,Pararge aegeria
Myoporum laetum,Vanessa atalanta
Myoporum laetum,Vespa velutina
Myosotis arvensis,Aglais io
Myosotis arvensis,Aglais urticae
Myosotis arvensis,Anthocharis cardamines
Myosotis arvensis,Apis mellifera
Myosotis arvensis,Aricia agestis
Myosotis arvensis,Bombus lapidarius
Myosotis arvensis,Bombylius major
Myosotis arvensis,Carterocephalus palaemon
Myosotis arvensis,Celastrina argiolus
Myosotis arvensis,Episyrphus balteatus
Myosotis arvensis,Eristalis arbustorum
Myosotis arvensis,Eristalis tenax
Myosotis arvensis,Lycaena phlaeas
Myosotis arvensis,Merodon equestris
Myosotis arvensis,Paragus haemorrhous
Myosotis arvensis,Pararge aegeria
Myosotis arvensis,Pieris napi
Myosotis arvensis,Pieris rapae
Myosotis arvensis,Polyommatus icarus
Myosotis arvensis,Pyrophaena granditarsa
Myosotis arvensis,Strophosoma capitatum
Myosotis arvensis,Syritta pipiens
Myosotis arvensis,Vanessa atalanta
Myosotis arvensis,Xylota segnis
Myosotis discolor,Aricia agestis
Myosotis discolor,Bombylius major
Myosotis discolor,Eristalis arbustorum
Myosotis discolor,Eristalis tenax
Myosotis discolor,Strophosoma capitatum
Myosotis discolor,Syritta pipiens
Myosotis laxa,Aricia agestis
Myosotis laxa,Bombylius major
Myosotis laxa,Eristalis arbustorum
Myosotis laxa,Eristalis tenax
Myosotis laxa,Strophosoma capitatum
Myosotis laxa,Syritta pipiens
Myosotis ramosissima,Aricia agestis
Myosotis ramosissima,Bombylius major
Myosotis ramosissima,Eristalis arbustorum
Myosotis ramosissima,Eristalis tenax
Myosotis ramosissima,Strophosoma capitatum
Myosotis ramosissima,Syritta pipiens
Myosotis scorpioides,Aglais io
Myosotis scorpioides,Aglais urticae
Myosotis scorpioides,Anthocharis cardamines
Myosotis scorpioides,Celastrina argiolus
Myosotis scorpioides,Eristalis arbustorum
Myosotis scorpioides,Eristalis tenax
Myosotis scorpioides,Merodon equestris
Myosotis scorpioides,Pararge aegeria
Myosotis scorpioides,Pieris napi
Myosotis scorpioides,Pieris rapae
Myosotis scorpioides,Pyrophaena granditarsa
Myosotis scorpioides,Syritta pipiens
Myosotis scorpioides,Vanessa atalanta
Myosotis scorpioides,Xylota segnis
Myosotis stricta,Halictus rubicundus
Myosotis sylvatica,Aricia agestis
Myosotis sylvatica,Bombylius major
Myosotis sylvatica,Celastrina argiolus
Myosotis sylvatica,Dione moneta
Myosotis sylvatica,Episyrphus balteatus
Myosotis sylvatica,Eristalis arbustorum
Myosotis sylvatica,Eristalis tenax
Myosotis sylvatica,Lasioglossum nigroviride
Myosotis sylvatica,Pieris oleracea
Myosotis sylvatica,Pieris rapae
Myosotis sylvatica,Strophosoma capitatum
Myosotis sylvatica,Syritta pipiens
Myosotis verna,Augochlorella aurata
Myosotis verna,Pontia protodice
Myrica gale,Episyrphus balteatus
Myrica gale,Meliscaeva cinctella
Nabalus asper,Bombus pensylvanicus
Napaea dioica,Bombus
Napaea dioica,Bombus affinis
Napaea dioica,Bombus fervidus
Napaea dioica,Bombus impatiens
Napaea dioica,Bombus pensylvanicus
Narcissus poeticus,Apis mellifera
Narcissus poeticus,Eristalis tenax
Narcissus poeticus,Vanessa atalanta
Narcissus pseudonarcissus,Aglais io
Narcissus pseudonarcissus,Aglais urticae
Narcissus pseudonarcissus,Bombus
Narcissus pseudonarcissus,Bombus hypnorum
Narcissus pseudonarcissus,Bombus lapidarius
Narcissus pseudonarcissus,Eristalis tenax
Narcissus pseudonarcissus,Merodon equestris
Narcissus pseudonarcissus,Vanessa atalanta
Narcissus tazetta,Eristalis tenax
Narcissus tazetta,Macroglossum stellatarum
Nasturtium officinale,Adopaeoides prittwitzi
Nasturtium officinale,Cercyonis pegala
Nasturtium officinale,Coenosia tigrina
Nasturtium officinale,Epargyreus clarus
Nasturtium officinale,Lethe eurydice
Nasturtium officinale,Piruna pirus
Nasturtium officinale,Thessalia leanira
Nelumbo lutea,Agapostemon sericeus
Nelumbo lutea,Augochlorella aurata
Nelumbo lutea,Bombus pensylvanicus
Nelumbo lutea,Halictus ligatus
Nelumbo lutea,Halictus parallelus
Nelumbo lutea,Halictus rubicundus
Nelumbo lutea,Hylaeus affinis
Nelumbo lutea,Hylaeus nelumbonis
Nelumbo lutea,Lasioglossum imitatum
Nelumbo lutea,Lasioglossum nelumbonis
Nelumbo lutea,Lasioglossum versatum
Nelumbo lutea,Orthonevra nitida
Nelumbo lutea,Scolia bicincta
Nelumbo lutea,Syritta pipiens
Nelumbo lutea,Syrphus ribesii
Nelumbo lutea,Toxomerus marginatus
Nelumbo lutea,Trichopsomyia apisaon
Nelumbo lutea,Typocerus badius
Nemophila heterophylla,Andrena w-scripta
Nepeta cataria,Agapostemon sericeus
Nepeta cataria,Aglais urticae
Nepeta cataria,Ammophila nigricans
Nepeta cataria,Ammophila pictipennis
Nepeta cataria,Ammophila procera
Nepeta cataria,Archytas aterrima
Nepeta cataria,Atalopedes campestris
Nepeta cataria,Bombus bohemicus
Nepeta cataria,Bombus hypnorum
Nepeta cataria,Bombus lapidarius
Nepeta cataria,Calliopsis andreniformis
Nepeta cataria,Cercyonis pegala
Nepeta cataria,Chrysanthrax cypris
Nepeta cataria,Coelioxys sayi
Nepeta cataria,Episyrphus balteatus
Nepeta cataria,Eristalis tenax
Nepeta cataria,Halictus parallelus
Nepeta cataria,Helophilus latifrons
Nepeta cataria,Heriades leavitti
Nepeta cataria,Hoplitis pilosifrons
Nepeta cataria,Icaricia icarioides
Nepeta cataria,Lasioglossum imitatum
Nepeta cataria,Lasioglossum versatum
Nepeta cataria,Megachile brevis
Nepeta cataria,Megachile centuncularis
Nepeta cataria,Megachile montivaga
Nepeta cataria,Megachile petulans
Nepeta cataria,Megachile pugnata
Nepeta cataria,Megachile texana
Nepeta cataria,Melissodes communis
Nepeta cataria,Nomada articulata
Nepeta cataria,Osmia caerulescens
Nepeta cataria,Papilio glaucus
Nepeta cataria,Pholisora catullus
Nepeta cataria,Phyciodes tharos
Nepeta cataria,Polygonia interrogationis
Nepeta cataria,Prionyx atratus
Nepeta cataria,Pyrgus communis
Nepeta cataria,Rhingia nasica
Nepeta cataria,Rhynchanthrax parvicornis
Nepeta cataria,Speyeria aphrodite
Nepeta cataria,Speyeria atlantis
Nepeta cataria,Speyeria callippe
Nepeta cataria,Speyeria cybele
Nepeta cataria,Svastra obliqua
Nepeta cataria,Tharsalea arota
Nepeta cataria,Triepeolus concavus
Nepeta cataria,Triepeolus lunatus
Nepeta cataria,Triepeolus remigatus
Nepeta cataria,Vanessa atalanta
Nigella damascena,Danaus plexippus
Noccaea fendleri,Hylaeus annulatus
Noccaea fendleri,Hylaeus hyalinatus
Noccaea fendleri,Hylaeus leptocephalus
Noccaea fendleri,Hylaeus pictipes
Noccaea fendleri,Hylaeus punctatus
Nolina brittoniana,Apis mellifera
Nothoscordum bivalve,Anagrapha falcifera
Nothoscordum bivalve,Augochlorella aurata
Nothoscordum bivalve,Bombylius pulchellus
Nothoscordum bivalve,Elkalyce comyntas
Nothoscordum bivalve,Lasioglossum versatum
Nothoscordum bivalve,Nomada articulata
Nothoscordum bivalve,Nomada cressonii
Nothoscordum bivalve,Nomada cuneata
Nothoscordum bivalve,Nomada luteoloides
Nothoscordum bivalve,Nomada superba
Nothoscordum bivalve,Osmia atriventris
Nothoscordum bivalve,Pieris rapae
Nothoscordum gracile,Colias croceus
Nothoscordum gracile,Eristalis tenax
Nothoscordum gracile,Pieris rapae
Nuphar advena,Cerceris deserta
Nuphar advena,Lasioglossum nelumbonis
Nuphar advena,Parhelophilus divisus
Nymphaea mexicana,Apis mellifera
Odontites vulgaris,Apis mellifera
Odontites vulgaris,Bombus lapidarius
Odontites vulgaris,Polyommatus icarus
Oenothera biennis,Bombus
Oenothera biennis,Eristalis tenax
Oenothera cespitosa,Lintneria separatus
Oenothera elata,Ochlodes snowi
Oenothera fruticosa,Augochlorella aurata
Oenothera fruticosa,Bombus pensylvanicus
Oenothera fruticosa,Eristalis dimidiata
Oenothera fruticosa,Eristalis stipator
Oenothera fruticosa,Eupeodes americanus
Oenothera fruticosa,Gymnoclytia immaculata
Oenothera fruticosa,Halictus ligatus
Oenothera fruticosa,Halictus parallelus
Oenothera fruticosa,Halictus rubicundus
Oenothera fruticosa,Hoplitis pilosifrons
Oenothera fruticosa,Lasioglossum albipenne
Oenothera fruticosa,Lasioglossum pectorale
Oenothera fruticosa,Lasioglossum versatum
Oenothera fruticosa,Megachile addenda
Oenothera fruticosa,Megachile brevis
Oenothera fruticosa,Megachile montivaga
Oenothera fruticosa,Megachile policaris
Oenothera fruticosa,Polites coras
Oenothera fruticosa,Pontia protodice
Oenothera fruticosa,Tropidia mamillata
Oenothera glazioviana,Apis mellifera
Oenothera glazioviana,Deilephila elpenor
Oenothera glazioviana,Episyrphus balteatus
Oenothera glazioviana,Eristalis tenax
Oenothera glazioviana,Vespa velutina
Oenothera humifusa,Apis mellifera
Oenothera humifusa,Bombus lapidarius
Oenothera lindheimeri,Episyrphus balteatus
Oenothera lindheimeri,Vespa velutina
Oenothera macrocarpa,Augochlorella aurata
Oenothera parviflora,Eristalis tenax
Oenothera rosea,Apis mellifera
Oenothera rosea,Papilio machaon
Oenothera rosea,Pieris rapae
Oenothera rosea,Systasea pulverulenta
Oenothera rosea,Vanessa cardui
Oenothera serrulata,Euphyes vestris
Onopordum acanthium,Apis mellifera
Onopordum acanthium,Heriades truncorum
Onopordum acanthium,Hylaeus annulatus
Onopordum acanthium,Hylaeus hyalinatus
Onopordum acanthium,Hylaeus leptocephalus
Onopordum acanthium,Hylaeus pictipes
Onopordum acanthium,Hylaeus punctatus
Onopordum acanthium,Lithurgus chrysurus
Opuntia engelmannii,Acmaeodera opuntiae
Opuntia engelmannii,Cynanthus latirostris
Opuntia fragilis,Diadasia australis
Opuntia humifusa,Agapostemon splendens
Opuntia humifusa,Augochloropsis sumptuosa
Opuntia humifusa,Bombus pensylvanicus
Opuntia humifusa,Dianthidium floridiense
Opuntia humifusa,Episyrphus balteatus
Opuntia humifusa,Halictus ligatus
