plant,r10_rank_n,r50_rank_n,hit_rank_n,r10_rank_n_tax_ldelta,r50_rank_n_tax_ldelta,hit_rank_n_tax_ldelta,r10_gbm_geo_tuned,r50_gbm_geo_tuned,hit_gbm_geo_tuned,r10_twotower_none,r50_twotower_none,hit_twotower_none,r10_twotower_bioclip,r50_twotower_bioclip,hit_twotower_bioclip,r10_twotower_bioclip2,r50_twotower_bioclip2,hit_twotower_bioclip2,degree,range_size,genus,genus_seen,deg_q,range_q
Abutilon hypoleucum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,Abutilon,True,Q1 low,narrow
Abutilon theophrasti,0.0666666666666666,0.1333333333333333,1.0,0.1333333333333333,0.2,1.0,0.1333333333333333,0.2,1.0,0.1333333333333333,0.2,1.0,0.1333333333333333,0.2666666666666666,1.0,0.1333333333333333,0.2666666666666666,1.0,15,234.0,Abutilon,True,Q3,wide
Acer pensylvanicum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,195.0,Acer,True,Q1 low,wide
Achyronychia cooperi,0.75,1.0,1.0,0.0,0.25,0.0,0.25,1.0,1.0,0.0,0.25,0.0,0.25,1.0,1.0,0.5,0.75,1.0,4,15.0,Achyronychia,False,Q2,narrow
Acmella repens,0.1052631578947368,0.3684210526315789,1.0,0.2105263157894736,0.631578947368421,1.0,0.2631578947368421,0.7894736842105263,1.0,0.2631578947368421,0.631578947368421,1.0,0.3157894736842105,0.6842105263157895,1.0,0.3684210526315789,0.6842105263157895,1.0,19,50.0,Acmella,False,Q4 high,R3
Acmispon maritimus,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1,24.0,Acmispon,True,Q1 low,R2
Adelinia grandis,0.1875,0.5,1.0,0.25,0.625,1.0,0.25,0.5625,1.0,0.125,0.5625,1.0,0.125,0.375,1.0,0.1875,0.75,1.0,16,88.0,Adelinia,False,Q3,R3
Adenostoma sparsifolium,0.0,0.5,0.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,2,12.0,Adenostoma,True,Q1 low,narrow
Aesculus californica,0.1521739130434782,0.4565217391304347,1.0,0.0434782608695652,0.1521739130434782,1.0,0.108695652173913,0.4130434782608695,1.0,0.0869565217391304,0.3478260869565217,1.0,0.0652173913043478,0.391304347826087,1.0,0.0869565217391304,0.391304347826087,1.0,46,70.0,Aesculus,True,Q4 high,R3
Ageratina adenophora,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,17.0,Ageratina,True,Q1 low,narrow
Ageratina aromatica,0.0,0.1538461538461538,0.0,0.0,0.3076923076923077,0.0,0.0769230769230769,0.3846153846153846,1.0,0.0769230769230769,0.3846153846153846,1.0,0.1538461538461538,0.2307692307692307,1.0,0.0769230769230769,0.3076923076923077,1.0,13,35.0,Ageratina,True,Q3,R2
Agrimonia parviflora,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,91.0,Agrimonia,True,Q1 low,R3
Allium geyeri,0.5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,37.0,Allium,True,Q1 low,R2
Amaranthus palmeri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,22.0,Amaranthus,False,Q1 low,R2
Ambrosia ambrosioides,0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,2,23.0,Ambrosia,True,Q1 low,R2
Ambrosia psilostachya,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.0,5,77.0,Ambrosia,True,Q2,R3
Amelanchier laevis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,28.0,Amelanchier,True,Q2,R2
Amsonia tomentosa,0.5,0.5,1.0,0.25,0.75,1.0,0.5,0.75,1.0,0.25,1.0,1.0,0.25,0.75,1.0,0.5,1.0,1.0,4,18.0,Amsonia,True,Q2,narrow
Angelica capitellata,0.0,0.3333333333333333,0.0,0.0476190476190476,0.1428571428571428,1.0,0.3333333333333333,0.5714285714285714,1.0,0.1428571428571428,0.5714285714285714,1.0,0.2857142857142857,0.7142857142857143,1.0,0.238095238095238,0.6190476190476191,1.0,21,31.0,Angelica,True,Q4 high,R2
Anisocarpus madioides,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,32.0,Anisocarpus,False,Q1 low,R2
Anisocoma acaulis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,2,35.0,Anisocoma,False,Q1 low,R2
Anthriscus sylvestris,0.054054054054054,0.1081081081081081,1.0,0.027027027027027,0.1621621621621621,1.0,0.054054054054054,0.1891891891891892,1.0,0.027027027027027,0.1891891891891892,1.0,0.081081081081081,0.2432432432432432,1.0,0.054054054054054,0.1351351351351351,1.0,37,63.0,Anthriscus,False,Q4 high,R3
Apios americana,0.0606060606060606,0.1515151515151515,1.0,0.1212121212121212,0.2121212121212121,1.0,0.0909090909090909,0.2121212121212121,1.0,0.1212121212121212,0.1515151515151515,1.0,0.1212121212121212,0.2121212121212121,1.0,0.0909090909090909,0.1818181818181818,1.0,33,648.0,Apios,False,Q4 high,wide
Arabidopsis thaliana,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,100.0,Arabidopsis,True,Q1 low,R3
Aralia racemosa,0.0,0.0,0.0,0.0,0.0714285714285714,0.0,0.0,0.0714285714285714,0.0,0.0,0.0714285714285714,0.0,0.0,0.1428571428571428,0.0,0.0,0.2142857142857142,0.0,14,256.0,Aralia,True,Q3,wide
Arctostaphylos bakeri,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,3.0,Arctostaphylos,True,Q1 low,narrow
Arctostaphylos hookeri,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,1.0,3,2.0,Arctostaphylos,True,Q2,narrow
Arctostaphylos manzanita,0.1428571428571428,0.7142857142857143,1.0,0.2142857142857142,0.4285714285714285,1.0,0.2142857142857142,0.5,1.0,0.1428571428571428,0.6428571428571429,1.0,0.1428571428571428,0.6428571428571429,1.0,0.2142857142857142,0.7142857142857143,1.0,14,33.0,Arctostaphylos,True,Q3,R2
Arctostaphylos nevadensis,0.0,0.5,0.0,0.25,0.5,1.0,0.5,0.5,1.0,0.25,0.5,1.0,0.5,0.75,1.0,0.5,0.5,1.0,4,83.0,Arctostaphylos,True,Q2,R3
Arnoglossum atriplicifolium,0.0256410256410256,0.1282051282051282,1.0,0.1025641025641025,0.2307692307692307,1.0,0.0769230769230769,0.2564102564102564,1.0,0.0769230769230769,0.1794871794871795,1.0,0.1282051282051282,0.2564102564102564,1.0,0.1025641025641025,0.2564102564102564,1.0,39,178.0,Arnoglossum,True,Q4 high,wide
Arnoglossum ovatum,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,18.0,Arnoglossum,True,Q1 low,narrow
Arnoglossum plantagineum,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,93.0,Arnoglossum,True,Q1 low,R3
Asclepias californica,0.1666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.8333333333333334,1.0,0.1666666666666666,0.8333333333333334,1.0,0.5,0.8333333333333334,1.0,0.0,0.8333333333333334,0.0,0.3333333333333333,0.8333333333333334,1.0,6,36.0,Asclepias,True,Q2,R2
Asclepias incarnata,0.0350194552529182,0.1284046692607003,1.0,0.0389105058365758,0.1478599221789883,1.0,0.0350194552529182,0.1750972762645914,1.0,0.0311284046692607,0.178988326848249,1.0,0.0233463035019455,0.0972762645914396,1.0,0.0272373540856031,0.1050583657587548,1.0,257,572.0,Asclepias,True,Q4 high,wide
Asclepias linaria,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,3,15.0,Asclepias,True,Q2,narrow
Asclepias speciosa,0.0843373493975903,0.253012048192771,1.0,0.072289156626506,0.2891566265060241,1.0,0.0843373493975903,0.2891566265060241,1.0,0.108433734939759,0.3253012048192771,1.0,0.0602409638554216,0.3493975903614458,1.0,0.072289156626506,0.3493975903614458,1.0,83,398.0,Asclepias,True,Q4 high,wide
Asclepias tomentosa,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,1.0,3,33.0,Asclepias,True,Q2,R2
Asclepias viridis,0.1666666666666666,0.3888888888888889,1.0,0.3333333333333333,0.6111111111111112,1.0,0.3888888888888889,0.5555555555555556,1.0,0.3888888888888889,0.5555555555555556,1.0,0.1666666666666666,0.5555555555555556,1.0,0.2222222222222222,0.5555555555555556,1.0,18,214.0,Asclepias,True,Q3,wide
Asimina obovata,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1,30.0,Asimina,True,Q1 low,R2
Asimina reticulata,0.0,0.0,0.0,0.5,0.75,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,1.0,1.0,0.75,1.0,1.0,4,40.0,Asimina,True,Q2,R3
Asparagus officinalis,0.088235294117647,0.1470588235294117,1.0,0.0588235294117647,0.1764705882352941,1.0,0.1764705882352941,0.2941176470588235,1.0,0.1470588235294117,0.2352941176470588,1.0,0.1176470588235294,0.3529411764705882,1.0,0.1176470588235294,0.3235294117647059,1.0,34,131.0,Asparagus,False,Q4 high,wide
Astragalus alpinus,0.0,0.375,0.0,0.125,0.375,1.0,0.25,0.375,1.0,0.25,0.5,1.0,0.25,0.5,1.0,0.375,0.5,1.0,8,22.0,Astragalus,True,Q3,R2
Astragalus cicer,0.2222222222222222,0.5555555555555556,1.0,0.4444444444444444,0.6666666666666666,1.0,0.5555555555555556,0.7777777777777778,1.0,0.6666666666666666,1.0,1.0,0.5555555555555556,1.0,1.0,0.5555555555555556,1.0,1.0,9,39.0,Astragalus,True,Q3,R2
Astragalus crotalariae,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5.0,Astragalus,True,Q1 low,narrow
Astragalus douglasii,0.0769230769230769,0.4615384615384615,1.0,0.0,0.4615384615384615,0.0,0.1538461538461538,0.5384615384615384,1.0,0.0,0.0769230769230769,0.0,0.0,0.5384615384615384,0.0,0.0,0.2307692307692307,0.0,13,17.0,Astragalus,True,Q3,narrow
Astragalus flexuosus,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,1.0,3,15.0,Astragalus,True,Q2,narrow
Astragalus whitneyi,0.25,0.75,1.0,0.5,0.75,1.0,0.25,0.75,1.0,0.5,0.75,1.0,0.5,0.5,1.0,0.5,0.75,1.0,4,25.0,Astragalus,True,Q2,R2
Atriplex canescens,0.3333333333333333,0.6666666666666666,1.0,0.4166666666666667,0.5833333333333334,1.0,0.1666666666666666,0.5833333333333334,1.0,0.25,0.5833333333333334,1.0,0.4166666666666667,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,1.0,12,152.0,Atriplex,True,Q3,wide
Aureolaria pectinata,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,32.0,Aureolaria,True,Q1 low,R2
Baccharis sergiloides,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,3,18.0,Baccharis,True,Q2,narrow
Balsamorhiza hookeri,0.2,0.8,1.0,0.2,0.6,1.0,0.6,0.8,1.0,0.4,1.0,1.0,0.4,0.6,1.0,0.4,0.8,1.0,5,26.0,Balsamorhiza,True,Q2,R2
Baptisia aberrans,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,5.0,Baptisia,True,Q1 low,narrow
Baptisia sphaerocarpa,0.1,0.1,1.0,0.3,1.0,1.0,0.3,0.5,1.0,0.4,0.7,1.0,0.5,0.7,1.0,0.4,0.7,1.0,10,6.0,Baptisia,True,Q3,narrow
Barbarea orthoceras,0.0,0.1818181818181818,0.0,0.0,0.0909090909090909,0.0,0.0454545454545454,0.3181818181818182,1.0,0.0909090909090909,0.3181818181818182,1.0,0.0909090909090909,0.2727272727272727,1.0,0.0454545454545454,0.2727272727272727,1.0,22,48.0,Barbarea,True,Q4 high,R3
Bebbia juncea,0.1052631578947368,0.4385964912280701,1.0,0.1403508771929824,0.4736842105263157,1.0,0.175438596491228,0.4912280701754385,1.0,0.0526315789473684,0.4561403508771929,1.0,0.175438596491228,0.543859649122807,1.0,0.1228070175438596,0.5087719298245614,1.0,57,70.0,Bebbia,False,Q4 high,R3
Berberis aquifolium,0.0444444444444444,0.3333333333333333,1.0,0.1111111111111111,0.3111111111111111,1.0,0.1333333333333333,0.4222222222222222,1.0,0.1555555555555555,0.4888888888888889,1.0,0.1555555555555555,0.5111111111111111,1.0,0.1777777777777777,0.5555555555555556,1.0,45,148.0,Berberis,True,Q4 high,wide
Berberis trifoliolata,0.1428571428571428,0.4285714285714285,1.0,0.1428571428571428,0.5714285714285714,1.0,0.1428571428571428,0.7142857142857143,1.0,0.1428571428571428,0.5714285714285714,1.0,0.0,0.5714285714285714,0.0,0.2857142857142857,0.7142857142857143,1.0,7,84.0,Berberis,True,Q3,R3
Berlandiera lyrata,0.2307692307692307,0.6153846153846154,1.0,0.0769230769230769,0.2307692307692307,1.0,0.1538461538461538,0.8461538461538461,1.0,0.1538461538461538,0.8461538461538461,1.0,0.2307692307692307,0.8461538461538461,1.0,0.2307692307692307,0.8461538461538461,1.0,13,51.0,Berlandiera,True,Q3,R3
Bidens aristosa,0.1162790697674418,0.2558139534883721,1.0,0.1627906976744186,0.3488372093023256,1.0,0.1627906976744186,0.4651162790697674,1.0,0.1860465116279069,0.4186046511627907,1.0,0.1627906976744186,0.3953488372093023,1.0,0.1627906976744186,0.3720930232558139,1.0,43,76.0,Bidens,True,Q4 high,R3
Bidens polylepis,0.0588235294117647,0.3529411764705882,1.0,0.2941176470588235,0.4705882352941176,1.0,0.1764705882352941,0.6470588235294118,1.0,0.1764705882352941,0.6470588235294118,1.0,0.1176470588235294,0.5882352941176471,1.0,0.0588235294117647,0.2941176470588235,1.0,17,30.0,Bidens,True,Q3,R2
Boerhavia wrightii,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,17.0,Boerhavia,True,Q1 low,narrow
Boltonia diffusa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,23.0,Boltonia,True,Q2,R2
Borodinia laevigata,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1,128.0,Borodinia,False,Q1 low,wide
Bouteloua curtipendula,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,122.0,Bouteloua,False,Q1 low,wide
Bouteloua dactyloides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1,44.0,Bouteloua,False,Q1 low,R3
Bouteloua hirsuta,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1,26.0,Bouteloua,False,Q1 low,R2
Brasenia schreberi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,245.0,Brasenia,False,Q1 low,wide
Brassica tournefortii,0.2142857142857142,0.6428571428571429,1.0,0.0714285714285714,0.2142857142857142,1.0,0.3571428571428571,0.7857142857142857,1.0,0.0714285714285714,0.4285714285714285,1.0,0.0714285714285714,0.5714285714285714,1.0,0.1428571428571428,0.5,1.0,14,50.0,Brassica,True,Q3,R3
Brickellia desertorum,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,2,7.0,Brickellia,True,Q1 low,narrow
Bromus inermis,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.75,1.0,0.25,0.75,1.0,0.25,0.75,1.0,0.5,0.75,1.0,4,110.0,Bromus,True,Q2,wide
Buchnera americana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,26.0,Buchnera,False,Q1 low,R2
Bursera microphylla,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1,13.0,Bursera,True,Q1 low,narrow
Callicarpa americana,0.0625,0.125,1.0,0.0625,0.25,1.0,0.0625,0.1875,1.0,0.0625,0.25,1.0,0.0625,0.3125,1.0,0.0625,0.125,1.0,16,390.0,Callicarpa,False,Q3,wide
Callirhoe leiocarpa,0.0,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,3,41.0,Callirhoe,True,Q2,R3
Calochortus elegans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,47.0,Calochortus,True,Q1 low,R3
Calochortus eurycarpus,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,2,73.0,Calochortus,True,Q1 low,R3
Calochortus invenustus,0.0,0.5,0.0,0.5,0.5,1.0,0.25,0.5,1.0,0.5,0.5,1.0,0.5,0.75,1.0,0.25,0.75,1.0,4,16.0,Calochortus,True,Q2,narrow
Calochortus palmeri,0.0,0.3333333333333333,0.0,0.6666666666666666,1.0,1.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,1.0,3,14.0,Calochortus,True,Q2,narrow
Calochortus subalpinus,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,22.0,Calochortus,True,Q1 low,R2
Calochortus superbus,0.0,0.5,0.0,0.5,1.0,1.0,0.0,0.5,0.0,0.0,0.5,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2,33.0,Calochortus,True,Q1 low,R2
Calochortus uniflorus,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1,19.0,Calochortus,True,Q1 low,narrow
Calystegia purpurata,0.1428571428571428,0.4285714285714285,1.0,0.7142857142857143,0.8571428571428571,1.0,0.2857142857142857,0.4285714285714285,1.0,0.2857142857142857,0.7142857142857143,1.0,0.5714285714285714,0.8571428571428571,1.0,0.5714285714285714,0.8571428571428571,1.0,7,17.0,Calystegia,True,Q3,narrow
Camassia scilloides,0.0625,0.125,1.0,0.0625,0.1875,1.0,0.15625,0.1875,1.0,0.1875,0.34375,1.0,0.21875,0.3125,1.0,0.09375,0.375,1.0,32,201.0,Camassia,True,Q4 high,wide
Camissoniopsis bistorta,0.0,0.2222222222222222,0.0,0.1111111111111111,0.4444444444444444,1.0,0.3333333333333333,0.4444444444444444,1.0,0.1111111111111111,0.4444444444444444,1.0,0.3333333333333333,0.5555555555555556,1.0,0.3333333333333333,0.6666666666666666,1.0,9,16.0,Camissoniopsis,True,Q3,narrow
Cardamine diphylla,0.0,0.1428571428571428,0.0,0.4285714285714285,0.5714285714285714,1.0,0.1428571428571428,0.1428571428571428,1.0,0.1428571428571428,0.2857142857142857,1.0,0.2857142857142857,0.7142857142857143,1.0,0.4285714285714285,0.7142857142857143,1.0,7,189.0,Cardamine,True,Q3,wide
Cardamine nuttallii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,55.0,Cardamine,True,Q2,R3
Cardiospermum halicacabum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,66.0,Cardiospermum,False,Q1 low,R3
Carica papaya,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,23.0,Carica,False,Q1 low,R2
Cartrema americana,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,2,106.0,Cartrema,False,Q1 low,wide
Castanea dentata,0.0625,0.125,1.0,0.0,0.0625,0.0,0.1875,0.3125,1.0,0.0625,0.3125,1.0,0.0625,0.1875,1.0,0.125,0.375,1.0,16,170.0,Castanea,True,Q3,wide
Castanea mollissima,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0909090909090909,0.1818181818181818,1.0,0.0909090909090909,0.1818181818181818,1.0,0.0909090909090909,0.1818181818181818,1.0,0.0,0.1818181818181818,0.0,11,210.0,Castanea,True,Q3,wide
Castilleja attenuata,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1,50.0,Castilleja,True,Q1 low,R3
Castilleja densiflora,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,3,23.0,Castilleja,True,Q2,R2
Castilleja rhexiifolia,0.0,0.6,0.0,0.6,0.8,1.0,0.4,1.0,1.0,0.4,1.0,1.0,0.8,1.0,1.0,0.8,1.0,1.0,5,26.0,Castilleja,True,Q2,R2
Ceanothus americanus,0.0211267605633802,0.0492957746478873,1.0,0.0,0.0211267605633802,0.0,0.0352112676056338,0.1478873239436619,1.0,0.0422535211267605,0.1408450704225352,1.0,0.0492957746478873,0.1971830985915492,1.0,0.028169014084507,0.176056338028169,1.0,142,288.0,Ceanothus,True,Q4 high,wide
Ceanothus verrucosus,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,3,3.0,Ceanothus,True,Q2,narrow
Cenchrus setaceus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,33.0,Cenchrus,False,Q1 low,R2
Centaurea cyanus,0.0655737704918032,0.2131147540983606,1.0,0.0983606557377049,0.3934426229508196,1.0,0.1147540983606557,0.3934426229508196,1.0,0.1311475409836065,0.3770491803278688,1.0,0.0983606557377049,0.3770491803278688,1.0,0.1147540983606557,0.3770491803278688,1.0,61,222.0,Centaurea,True,Q4 high,wide
Centromadia pungens,0.0769230769230769,0.3846153846153846,1.0,0.4615384615384615,0.7692307692307693,1.0,0.2307692307692307,0.6153846153846154,1.0,0.3846153846153846,0.6153846153846154,1.0,0.3846153846153846,0.7692307692307693,1.0,0.4615384615384615,0.7692307692307693,1.0,13,16.0,Centromadia,True,Q3,narrow
Cerastium fontanum,0.2857142857142857,0.2857142857142857,1.0,0.2857142857142857,0.4285714285714285,1.0,0.1428571428571428,0.5714285714285714,1.0,0.1428571428571428,0.4285714285714285,1.0,0.2857142857142857,0.5714285714285714,1.0,0.2857142857142857,0.4285714285714285,1.0,7,116.0,Cerastium,True,Q3,wide
Cerastium velutinum,0.0,0.0,0.0,0.25,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,4,10.0,Cerastium,True,Q2,narrow
Ceratiola ericoides,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,25.0,Ceratiola,False,Q1 low,R2
Cercis occidentalis,0.2307692307692307,0.4615384615384615,1.0,0.1538461538461538,0.3076923076923077,1.0,0.1538461538461538,0.4615384615384615,1.0,0.1538461538461538,0.3846153846153846,1.0,0.2307692307692307,0.5384615384615384,1.0,0.1538461538461538,0.4615384615384615,1.0,13,49.0,Cercis,False,Q3,R3
Cercocarpus montanus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,59.0,Cercocarpus,True,Q2,R3
Chaenactis glabriuscula,0.1428571428571428,0.238095238095238,1.0,0.119047619047619,0.3809523809523809,1.0,0.119047619047619,0.4523809523809524,1.0,0.119047619047619,0.4285714285714285,1.0,0.1428571428571428,0.5476190476190477,1.0,0.1428571428571428,0.4285714285714285,1.0,42,32.0,Chaenactis,True,Q4 high,R2
Chamaenerion angustifolium,0.0208333333333333,0.1875,1.0,0.0416666666666666,0.1770833333333333,1.0,0.1041666666666666,0.34375,1.0,0.1041666666666666,0.3541666666666667,1.0,0.1041666666666666,0.34375,1.0,0.1041666666666666,0.40625,1.0,96,496.0,Chamaenerion,False,Q4 high,wide
Chimaphila maculata,0.0,0.5,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,412.0,Chimaphila,False,Q1 low,wide
