plant,r10_rank_n,r50_rank_n,hit_rank_n,r10_rank_n_tax_ldelta,r50_rank_n_tax_ldelta,hit_rank_n_tax_ldelta,r10_gbm_geo_tuned,r50_gbm_geo_tuned,hit_gbm_geo_tuned,r10_twotower_none,r50_twotower_none,hit_twotower_none,r10_twotower_bioclip,r50_twotower_bioclip,hit_twotower_bioclip,r10_twotower_bioclip2,r50_twotower_bioclip2,hit_twotower_bioclip2,degree,range_size,genus,genus_seen,deg_q,range_q
Navarretia squarrosa,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,43.0,Navarretia,True,Q1 low,R3
Nemophila heterophylla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,28.0,Nemophila,True,Q1 low,R2
Neptunia lutea,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,26.0,Neptunia,False,Q1 low,R2
Nigella damascena,0.2,0.2,1.0,0.4,0.8,1.0,0.6,0.8,1.0,0.6,0.8,1.0,0.8,0.8,1.0,0.8,0.8,1.0,5,31.0,Nigella,False,Q2,R2
Nothochelone nemorosa,0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,2,33.0,Nothochelone,False,Q1 low,R2
Oenothera pallida,0.1666666666666666,0.5,1.0,0.1666666666666666,0.3333333333333333,1.0,0.1666666666666666,0.5,1.0,0.1666666666666666,0.5,1.0,0.3333333333333333,0.5,1.0,0.1666666666666666,0.5,1.0,6,39.0,Oenothera,True,Q2,R2
Oenothera simulans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2,42.0,Oenothera,True,Q1 low,R3
Oenothera speciosa,0.1186440677966101,0.288135593220339,1.0,0.1525423728813559,0.3220338983050847,1.0,0.135593220338983,0.4406779661016949,1.0,0.1525423728813559,0.4067796610169492,1.0,0.1186440677966101,0.3389830508474576,1.0,0.1016949152542373,0.3559322033898305,1.0,59,273.0,Oenothera,True,Q4 high,wide
Oenothera suffulta,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,1.0,3,29.0,Oenothera,True,Q2,R2
Oenothera triloba,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,45.0,Oenothera,True,Q1 low,R3
Opuntia cymochila,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,23.0,Opuntia,True,Q1 low,R2
Opuntia rufida,0.0,0.0,0.0,0.5,1.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.5,0.5,1.0,2,4.0,Opuntia,True,Q1 low,narrow
Orthocarpus cuspidatus,0.0,0.6666666666666666,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,3,17.0,Orthocarpus,False,Q2,narrow
Orthocarpus luteus,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,20.0,Orthocarpus,False,Q1 low,narrow
Osmadenia tenella,0.0,0.0,0.0,0.0,0.375,0.0,0.25,0.5,1.0,0.125,0.375,1.0,0.375,0.625,1.0,0.375,0.375,1.0,8,6.0,Osmadenia,False,Q3,narrow
Oxalis californica,0.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,1.0,0.0,0.6666666666666666,0.0,0.3333333333333333,1.0,1.0,0.0,1.0,0.0,3,7.0,Oxalis,True,Q2,narrow
Oxydendrum arboreum,0.125,0.625,1.0,0.375,0.5,1.0,0.375,0.625,1.0,0.5,0.75,1.0,0.375,0.75,1.0,0.375,0.625,1.0,8,122.0,Oxydendrum,False,Q3,wide
Oxypolis rigidior,0.0666666666666666,0.1333333333333333,1.0,0.1333333333333333,0.2,1.0,0.0666666666666666,0.2666666666666666,1.0,0.0666666666666666,0.2,1.0,0.2,0.3333333333333333,1.0,0.1333333333333333,0.5333333333333333,1.0,15,66.0,Oxypolis,False,Q3,R3
Packera paupercula,0.0,0.1666666666666666,0.0,0.1666666666666666,0.5833333333333334,1.0,0.0,0.3333333333333333,0.0,0.1666666666666666,0.25,1.0,0.1666666666666666,0.3333333333333333,1.0,0.0833333333333333,0.4166666666666667,1.0,12,108.0,Packera,True,Q3,wide
Palafoxia feayi,0.1,0.4,1.0,0.1,0.5,1.0,0.3,0.6,1.0,0.2,0.7,1.0,0.3,0.8,1.0,0.3,0.8,1.0,10,21.0,Palafoxia,True,Q3,R2
Paspalum notatum,0.0,0.5,0.0,0.5,0.5,1.0,0.25,0.75,1.0,0.25,0.5,1.0,0.25,0.75,1.0,0.75,0.75,1.0,4,20.0,Paspalum,True,Q2,narrow
Pectis papposa,0.2105263157894736,0.4736842105263157,1.0,0.2631578947368421,0.631578947368421,1.0,0.2631578947368421,0.5789473684210527,1.0,0.2105263157894736,0.631578947368421,1.0,0.2105263157894736,0.631578947368421,1.0,0.3157894736842105,0.6842105263157895,1.0,19,81.0,Pectis,False,Q4 high,R3
Pedicularis racemosa,0.25,0.75,1.0,0.625,0.875,1.0,0.75,1.0,1.0,0.625,1.0,1.0,0.75,1.0,1.0,0.75,1.0,1.0,8,64.0,Pedicularis,True,Q3,R3
Pediocactus nigrispinus,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1,10.0,Pediocactus,False,Q1 low,narrow
Pediomelum argophyllum,0.5,0.75,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.75,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,4,42.0,Pediomelum,True,Q2,R3
Penstemon confertus,0.2105263157894736,0.7368421052631579,1.0,0.4210526315789473,0.8421052631578947,1.0,0.4736842105263157,0.7894736842105263,1.0,0.5263157894736842,0.8947368421052632,1.0,0.4210526315789473,0.8947368421052632,1.0,0.3157894736842105,0.8947368421052632,1.0,19,36.0,Penstemon,True,Q4 high,R2
Penstemon eatonii,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3,45.0,Penstemon,True,Q2,R3
Penstemon palmeri,0.0,0.0,0.0,0.5555555555555556,0.8888888888888888,1.0,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.8888888888888888,1.0,0.3333333333333333,0.8888888888888888,1.0,0.2222222222222222,0.8888888888888888,1.0,9,58.0,Penstemon,True,Q3,R3
Penstemon spectabilis,0.0,0.1111111111111111,0.0,0.2222222222222222,0.3888888888888889,1.0,0.3333333333333333,0.4444444444444444,1.0,0.3333333333333333,0.5555555555555556,1.0,0.3333333333333333,0.6111111111111112,1.0,0.2222222222222222,0.5555555555555556,1.0,18,17.0,Penstemon,True,Q3,narrow
Perideridia gairdneri,0.0,0.375,0.0,0.0,0.25,0.0,0.75,1.0,1.0,0.0,0.625,0.0,0.375,0.875,1.0,0.25,0.625,1.0,8,11.0,Perideridia,True,Q3,narrow
Persicaria longiseta,0.1176470588235294,0.4117647058823529,1.0,0.2352941176470588,0.4117647058823529,1.0,0.2352941176470588,0.5294117647058824,1.0,0.2352941176470588,0.3529411764705882,1.0,0.1764705882352941,0.4117647058823529,1.0,0.1764705882352941,0.4117647058823529,1.0,17,260.0,Persicaria,True,Q3,wide
Persicaria pensylvanica,0.0909090909090909,0.2121212121212121,1.0,0.0909090909090909,0.3636363636363636,1.0,0.1515151515151515,0.3939393939393939,1.0,0.1818181818181818,0.4545454545454545,1.0,0.0909090909090909,0.4242424242424242,1.0,0.0606060606060606,0.2727272727272727,1.0,33,132.0,Persicaria,True,Q4 high,wide
Petasites frigidus,0.0909090909090909,0.1818181818181818,1.0,0.0,0.0909090909090909,0.0,0.1818181818181818,0.2727272727272727,1.0,0.0,0.1818181818181818,0.0,0.0,0.1818181818181818,0.0,0.0,0.2727272727272727,0.0,11,235.0,Petasites,True,Q3,wide
Phacelia hirsuta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,17.0,Phacelia,True,Q1 low,narrow
Phacelia imbricata,0.125,0.25,1.0,0.5,0.625,1.0,0.375,0.625,1.0,0.625,0.625,1.0,0.375,0.625,1.0,0.25,0.625,1.0,8,30.0,Phacelia,True,Q3,R2
Phacelia nemoralis,0.1666666666666666,0.1666666666666666,1.0,0.5,0.8333333333333334,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.8333333333333334,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,1.0,1.0,6,23.0,Phacelia,True,Q2,R2
Phacelia parryi,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,0.0,2,12.0,Phacelia,True,Q1 low,narrow
Phacelia pedicellata,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1,21.0,Phacelia,True,Q1 low,R2
Phleum pratense,0.0,0.3,0.0,0.1,0.35,1.0,0.2,0.45,1.0,0.15,0.4,1.0,0.2,0.55,1.0,0.2,0.55,1.0,20,102.0,Phleum,False,Q4 high,R3
Phlox stolonifera,0.1666666666666666,0.5,1.0,0.5,0.6666666666666666,1.0,0.5,0.6666666666666666,1.0,0.5,0.6666666666666666,1.0,0.3333333333333333,0.8333333333333334,1.0,0.1666666666666666,0.6666666666666666,1.0,6,45.0,Phlox,True,Q2,R3
Pholistoma membranaceum,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,25.0,Pholistoma,True,Q2,R2
Phyla nodiflora,0.0317460317460317,0.1428571428571428,1.0,0.0476190476190476,0.1825396825396825,1.0,0.0396825396825396,0.1825396825396825,1.0,0.0396825396825396,0.1666666666666666,1.0,0.0476190476190476,0.2222222222222222,1.0,0.0714285714285714,0.2301587301587301,1.0,126,167.0,Phyla,True,Q4 high,wide
Physalis angulata,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,148.0,Physalis,True,Q1 low,wide
Physocarpus intermedius,0.125,0.25,1.0,0.25,0.5,1.0,0.25,0.25,1.0,0.25,0.5,1.0,0.25,0.5,1.0,0.125,0.375,1.0,8,18.0,Physocarpus,True,Q3,narrow
Physocarpus opulifolius,0.056338028169014,0.1267605633802817,1.0,0.0845070422535211,0.1971830985915492,1.0,0.056338028169014,0.2112676056338028,1.0,0.056338028169014,0.1971830985915492,1.0,0.056338028169014,0.1408450704225352,1.0,0.056338028169014,0.1690140845070422,1.0,71,127.0,Physocarpus,True,Q4 high,wide
Physostegia purpurea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0.0,4,22.0,Physostegia,True,Q2,R2
Pinguicula planifolia,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,Pinguicula,False,Q1 low,narrow
Platanthera ciliaris,0.3333333333333333,0.5,1.0,0.5,0.8333333333333334,1.0,0.1666666666666666,0.5,1.0,0.0,0.6666666666666666,0.0,0.5,0.8333333333333334,1.0,0.3333333333333333,1.0,1.0,6,110.0,Platanthera,True,Q2,wide
Platanthera grandiflora,0.0,0.1666666666666666,0.0,0.0,0.1666666666666666,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.3333333333333333,0.5,1.0,0.0,0.6666666666666666,0.0,6,59.0,Platanthera,True,Q2,R3
Platanthera integrilabia,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,3,6.0,Platanthera,True,Q2,narrow
Plumbago auriculata,0.1304347826086956,0.2608695652173913,1.0,0.1304347826086956,0.3478260869565217,1.0,0.1739130434782608,0.391304347826087,1.0,0.1304347826086956,0.391304347826087,1.0,0.0869565217391304,0.6086956521739131,1.0,0.1304347826086956,0.5652173913043478,1.0,23,26.0,Plumbago,True,Q4 high,R2
Poa pratensis,0.0416666666666666,0.125,1.0,0.0,0.0416666666666666,0.0,0.0833333333333333,0.2083333333333333,1.0,0.0416666666666666,0.125,1.0,0.0833333333333333,0.0833333333333333,1.0,0.125,0.125,1.0,24,27.0,Poa,False,Q4 high,R2
Polanisia dodecandra,0.2727272727272727,0.5909090909090909,1.0,0.1363636363636363,0.5,1.0,0.2727272727272727,0.5909090909090909,1.0,0.1818181818181818,0.6363636363636364,1.0,0.1363636363636363,0.5454545454545454,1.0,0.1818181818181818,0.4545454545454545,1.0,22,130.0,Polanisia,False,Q4 high,wide
Polygonatum biflorum,0.0,0.0909090909090909,0.0,0.0909090909090909,0.1363636363636363,1.0,0.1363636363636363,0.3636363636363636,1.0,0.1818181818181818,0.2272727272727272,1.0,0.1818181818181818,0.2272727272727272,1.0,0.1818181818181818,0.2727272727272727,1.0,22,259.0,Polygonatum,True,Q4 high,wide
Polytaenia texana,0.0526315789473684,0.1578947368421052,1.0,0.0,0.1578947368421052,0.0,0.1052631578947368,0.2631578947368421,1.0,0.1052631578947368,0.2105263157894736,1.0,0.0526315789473684,0.1578947368421052,1.0,0.1052631578947368,0.2631578947368421,1.0,19,16.0,Polytaenia,True,Q4 high,narrow
Pombalia verticillata,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,37.0,Pombalia,False,Q1 low,R2
Portulaca amilis,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1,73.0,Portulaca,True,Q1 low,R3
Portulaca pilosa,0.1,0.4,1.0,0.2,0.5,1.0,0.1,0.4,1.0,0.1,0.3,1.0,0.1,0.3,1.0,0.1,0.5,1.0,10,124.0,Portulaca,True,Q3,wide
Potentilla argentea,0.0,0.25,0.0,0.25,0.625,1.0,0.25,0.75,1.0,0.125,0.5,1.0,0.375,0.5,1.0,0.25,0.375,1.0,8,166.0,Potentilla,True,Q3,wide
Potentilla thurberi,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13.0,Potentilla,True,Q1 low,narrow
Primula hendersonii,0.125,0.5,1.0,0.375,0.625,1.0,0.375,0.875,1.0,0.375,1.0,1.0,0.625,1.0,1.0,0.625,1.0,1.0,8,60.0,Primula,True,Q3,R3
Primula tetrandra,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,15.0,Primula,True,Q1 low,narrow
Prunella vulgaris,0.0396825396825396,0.1507936507936507,1.0,0.0793650793650793,0.2063492063492063,1.0,0.0714285714285714,0.2777777777777778,1.0,0.0793650793650793,0.3174603174603174,1.0,0.0793650793650793,0.3095238095238095,1.0,0.0793650793650793,0.3095238095238095,1.0,126,868.0,Prunella,False,Q4 high,wide
Prunus americana,0.072463768115942,0.1739130434782608,1.0,0.1159420289855072,0.217391304347826,1.0,0.0869565217391304,0.2463768115942029,1.0,0.0869565217391304,0.2753623188405797,1.0,0.0289855072463768,0.2318840579710145,1.0,0.0289855072463768,0.2608695652173913,1.0,69,231.0,Prunus,True,Q4 high,wide
Prunus andersonii,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.5,1.0,0.25,0.75,1.0,0.25,0.75,1.0,0.0,0.75,0.0,4,20.0,Prunus,True,Q2,narrow
Prunus cerasifera,0.25,0.25,1.0,0.0,0.5,0.0,0.25,0.5,1.0,0.25,0.75,1.0,0.25,0.75,1.0,0.25,0.75,1.0,4,33.0,Prunus,True,Q2,R2
Pseudognaphalium californicum,0.0,0.3333333333333333,0.0,0.0833333333333333,0.5,1.0,0.1666666666666666,0.4166666666666667,1.0,0.0833333333333333,0.3333333333333333,1.0,0.0833333333333333,0.3333333333333333,1.0,0.0833333333333333,0.5833333333333334,1.0,12,36.0,Pseudognaphalium,True,Q3,R2
Pulsatilla nuttalliana,0.1875,0.3125,1.0,0.125,0.3125,1.0,0.125,0.375,1.0,0.125,0.375,1.0,0.125,0.5625,1.0,0.125,0.4375,1.0,16,168.0,Pulsatilla,True,Q3,wide
Pycnanthemum tenuifolium,0.0235849056603773,0.1179245283018868,1.0,0.0471698113207547,0.2169811320754717,1.0,0.0471698113207547,0.2075471698113207,1.0,0.0471698113207547,0.2122641509433962,1.0,0.0330188679245283,0.1792452830188679,1.0,0.0330188679245283,0.1886792452830188,1.0,212,206.0,Pycnanthemum,True,Q4 high,wide
Quercus cornelius-mulleri,0.0,0.75,0.0,0.25,0.25,1.0,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.5,1.0,0.25,0.25,1.0,4,10.0,Quercus,True,Q2,narrow
Quercus macrocarpa,0.0476190476190476,0.1428571428571428,1.0,0.0476190476190476,0.1904761904761904,1.0,0.0,0.0952380952380952,0.0,0.0,0.1904761904761904,0.0,0.0476190476190476,0.1904761904761904,1.0,0.0476190476190476,0.1428571428571428,1.0,21,154.0,Quercus,True,Q4 high,wide
Quercus phellos,0.0,0.1666666666666666,0.0,0.1111111111111111,0.2777777777777778,1.0,0.0,0.0,0.0,0.0,0.0555555555555555,0.0,0.1666666666666666,0.2777777777777778,1.0,0.1111111111111111,0.2777777777777778,1.0,18,72.0,Quercus,True,Q3,R3
Quercus stellata,0.1111111111111111,0.1111111111111111,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,9,76.0,Quercus,True,Q3,R3
Quercus virginiana,0.3333333333333333,0.3333333333333333,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,3,59.0,Quercus,True,Q2,R3
Quercus wislizeni,0.3333333333333333,1.0,1.0,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,3,51.0,Quercus,True,Q2,R3
Rhexia cubensis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,22.0,Rhexia,True,Q1 low,R2
Rhizophora mangle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,32.0,Rhizophora,False,Q1 low,R2
Rhododendron maximum,0.2307692307692307,0.4615384615384615,1.0,0.3846153846153846,0.6923076923076923,1.0,0.3076923076923077,0.6153846153846154,1.0,0.3076923076923077,0.6923076923076923,1.0,0.3076923076923077,0.6923076923076923,1.0,0.3076923076923077,0.7692307692307693,1.0,13,129.0,Rhododendron,True,Q3,wide
Rhodotypos scandens,0.0,0.25,0.0,0.25,0.375,1.0,0.25,0.5,1.0,0.25,0.375,1.0,0.25,0.5,1.0,0.25,0.375,1.0,8,97.0,Rhodotypos,False,Q3,R3
Rhynchospora latifolia,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,14.0,Rhynchospora,True,Q1 low,narrow
Ribes americanum,0.5,0.5,1.0,0.0,0.5,0.0,0.5,0.5,1.0,0.25,0.5,1.0,0.25,0.75,1.0,0.25,0.75,1.0,4,95.0,Ribes,True,Q2,R3
Ribes glandulosum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,65.0,Ribes,True,Q1 low,R3
Ribes montigenum,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1,42.0,Ribes,True,Q1 low,R3
Ribes rubrum,0.0,0.1,0.0,0.2,0.4,1.0,0.4,0.6,1.0,0.3,0.6,1.0,0.2,0.7,1.0,0.2,0.8,1.0,10,41.0,Ribes,True,Q3,R3
Romulea rosea,0.0,0.5,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.0,1.0,0.0,2,20.0,Romulea,False,Q1 low,narrow
Rosa acicularis,0.0,0.0769230769230769,0.0,0.0512820512820512,0.358974358974359,1.0,0.1025641025641025,0.3333333333333333,1.0,0.1538461538461538,0.3846153846153846,1.0,0.1282051282051282,0.3846153846153846,1.0,0.1282051282051282,0.3846153846153846,1.0,39,14.0,Rosa,True,Q4 high,narrow
Rosa blanda,0.05,0.2,1.0,0.15,0.55,1.0,0.2,0.35,1.0,0.15,0.5,1.0,0.1,0.4,1.0,0.1,0.4,1.0,20,38.0,Rosa,True,Q4 high,R2
Rosa palustris,0.125,0.4375,1.0,0.4375,0.6875,1.0,0.375,0.4375,1.0,0.3125,0.5625,1.0,0.375,0.6875,1.0,0.375,0.6875,1.0,16,313.0,Rosa,True,Q3,wide
Rotanthella floridana,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.5,0.5,1.0,2,23.0,Rotanthella,False,Q1 low,R2
Rubus flagellaris,0.1739130434782608,0.2608695652173913,1.0,0.0869565217391304,0.3043478260869565,1.0,0.1304347826086956,0.4347826086956521,1.0,0.0869565217391304,0.4782608695652174,1.0,0.1739130434782608,0.3043478260869565,1.0,0.1304347826086956,0.3478260869565217,1.0,23,221.0,Rubus,True,Q4 high,wide
Rubus odoratus,0.1,0.2,1.0,0.125,0.3,1.0,0.25,0.4,1.0,0.225,0.45,1.0,0.2,0.575,1.0,0.2,0.475,1.0,40,187.0,Rubus,True,Q4 high,wide
Rudbeckia hirta,0.0268456375838926,0.1006711409395973,1.0,0.0335570469798657,0.1476510067114094,1.0,0.0335570469798657,0.1476510067114094,1.0,0.0335570469798657,0.1543624161073825,1.0,0.0335570469798657,0.1543624161073825,1.0,0.0335570469798657,0.1543624161073825,1.0,298,810.0,Rudbeckia,True,Q4 high,wide
Rudbeckia missouriensis,0.25,0.25,1.0,0.25,0.5,1.0,0.0,0.25,0.0,0.25,0.5,1.0,0.0,0.5,0.0,0.25,0.5,1.0,4,17.0,Rudbeckia,True,Q2,narrow
Ruellia nudiflora,0.2,0.6,1.0,0.4,0.6,1.0,0.2,0.6,1.0,0.2,0.8,1.0,0.2,0.8,1.0,0.2,0.8,1.0,5,71.0,Ruellia,True,Q2,R3
Sagittaria engelmanniana,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,7.0,Sagittaria,True,Q1 low,narrow
Sagittaria graminea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,27.0,Sagittaria,True,Q1 low,R2
Sairocarpus coulterianus,0.0,0.6666666666666666,0.0,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,1.0,3,16.0,Sairocarpus,True,Q2,narrow
Salix bebbiana,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,94.0,Salix,True,Q2,R3
Salix commutata,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,2,7.0,Salix,True,Q1 low,narrow
Salix discolor,0.0769230769230769,0.282051282051282,1.0,0.1025641025641025,0.282051282051282,1.0,0.1538461538461538,0.4871794871794871,1.0,0.1538461538461538,0.5128205128205128,1.0,0.1025641025641025,0.4615384615384615,1.0,0.1538461538461538,0.4102564102564102,1.0,39,100.0,Salix,True,Q4 high,R3
Salix exigua,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,1.0,3,93.0,Salix,True,Q2,R3
Salix gooddingii,0.4,0.4,1.0,0.4,0.4,1.0,0.4,0.6,1.0,0.2,0.2,1.0,0.6,0.6,1.0,0.4,0.6,1.0,5,31.0,Salix,True,Q2,R2
Salix laevigata,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,19.0,Salix,True,Q1 low,narrow
Salvia arizonica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5.0,Salvia,True,Q1 low,narrow
Salvia carduacea,0.125,0.625,1.0,0.0,0.5,0.0,0.25,0.375,1.0,0.125,0.25,1.0,0.125,0.5,1.0,0.25,0.375,1.0,8,20.0,Salvia,True,Q3,narrow
Salvia coccinea,0.1111111111111111,0.3518518518518518,1.0,0.0925925925925925,0.4444444444444444,1.0,0.1481481481481481,0.4074074074074074,1.0,0.1111111111111111,0.3518518518518518,1.0,0.1296296296296296,0.3703703703703703,1.0,0.074074074074074,0.4259259259259259,1.0,54,103.0,Salvia,True,Q4 high,wide
Salvia columbariae,0.15,0.3,1.0,0.1,0.4,1.0,0.25,0.45,1.0,0.15,0.35,1.0,0.15,0.4,1.0,0.1,0.4,1.0,20,101.0,Salvia,True,Q4 high,R3
Salvia dorrii,0.0833333333333333,0.125,1.0,0.2083333333333333,0.625,1.0,0.25,0.5,1.0,0.4166666666666667,0.625,1.0,0.25,0.6666666666666666,1.0,0.125,0.5416666666666666,1.0,24,63.0,Salvia,True,Q4 high,R3
Salvia leucophylla,0.073170731707317,0.4146341463414634,1.0,0.2195121951219512,0.5609756097560976,1.0,0.1951219512195122,0.6097560975609756,1.0,0.2439024390243902,0.5853658536585366,1.0,0.2195121951219512,0.5609756097560976,1.0,0.1951219512195122,0.5853658536585366,1.0,41,20.0,Salvia,True,Q4 high,narrow
Salvia lyrata,0.1818181818181818,0.5,1.0,0.1363636363636363,0.5454545454545454,1.0,0.3181818181818182,0.5909090909090909,1.0,0.2272727272727272,0.5,1.0,0.2727272727272727,0.7272727272727273,1.0,0.2272727272727272,0.6818181818181818,1.0,22,399.0,Salvia,True,Q4 high,wide
